GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
MIR6860,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR5192,94,52,77,39,39,41,61,88,23,20,36,38,34,55,35,21,59,51,36,72,24,51,82,75,102,77,148,60,56,95,41,70,44,68,66,56,32,32,63,97,135,68,13,25,33,30,39,63,64,61,69,32,31,43,74,30,65,31,63,28,75,30,51,40,82,52
MIR6865,2,1,1,1,1,1,1,2,0,0,1,0,3,2,1,1,2,3,0,2,1,1,1,1,1,0,2,3,1,1,1,2,2,0,4,1,2,4,1,1,3,1,1,1,1,2,1,1,2,4,4,2,2,3,2,1,1,0,1,2,1,4,2,1,1,1
MIR7850,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,1,0,0,0,0,1,2,2,0,3,0,0,0,3,0,0,2,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MIR4697,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
MIR6721,2,1,1,1,1,1,1,2,1,1,2,5,2,5,1,4,2,2,1,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,10,1,2,1,1,1,2,1,4,3,1,1,11,7,2,1,1,20,1,1,1,2,1,1,7,1,4,1,1
MIR3122,12,2,3,5,6,1,18,4,12,1,12,5,6,2,4,7,9,0,17,3,3,4,3,18,4,6,9,1,2,3,13,6,5,12,3,10,3,3,9,0,2,8,1,2,4,3,13,2,19,7,3,3,2,7,8,5,8,2,3,7,4,3,8,2,7,10
MIR4732,1,0,1,1,1,0,0,1,1,0,1,1,2,1,0,1,1,2,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,3,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1
MIR1299,28,121,41,62,55,74,15,15,14,6,35,30,52,39,88,16,32,21,53,49,14,14,87,49,28,58,17,51,27,69,43,25,22,19,42,39,11,36,58,8,35,42,2,79,38,22,21,12,18,63,40,49,29,38,30,75,10,20,35,58,34,52,28,21,23,36
MIR6760,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0
MIR106A,0,0,0,1,1,1,0,0,1,0,1,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0
MIR4654,2,0,0,1,6,7,2,2,1,0,5,0,3,0,0,2,0,0,0,8,3,1,1,0,10,1,3,0,2,2,0,4,1,4,4,1,1,0,0,0,1,3,1,1,0,3,2,7,12,6,1,0,2,6,1,1,1,0,0,2,3,0,2,0,0,0
MIR296,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,1,5,0,0,1,0,1,1,0,0,1,2,0,1,0,1,0,1,3,3,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,1,3,1,1,2,0
MIR4748,10,12,12,9,4,18,11,8,5,7,6,20,9,0,6,8,22,9,5,9,8,6,9,5,13,23,13,4,24,12,7,8,6,5,18,10,11,4,12,27,16,4,5,9,3,5,19,3,16,11,4,15,14,13,9,4,7,4,9,8,19,11,11,6,18,13
MIR668,0,5,0,0,3,2,0,0,0,0,7,1,0,5,3,0,0,2,0,0,2,0,2,0,0,3,0,4,1,0,0,0,1,0,0,3,3,0,0,0,4,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0,0,0,2,3,0,3,16,0,0
MIR4430,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4533,0,0,0,0,4,3,0,0,0,1,1,2,1,1,0,1,0,0,0,4,0,0,0,2,0,0,3,5,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1,3,0,0,0,5,6,1,0,6,2,0,6,2,9,2,0,4
MIR569,3,0,2,4,7,10,5,4,8,1,16,10,6,0,9,5,4,6,4,5,4,7,10,3,6,6,7,2,2,6,5,4,3,3,3,5,1,8,1,4,8,3,0,9,0,4,5,4,14,5,3,7,4,8,5,9,2,4,2,5,3,4,9,2,3,3
MIR4454,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR130B,1,2,1,2,1,0,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,0,2,1,2,1,1,1,1,3,2,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1
MIR7112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
MIR4787,22,11,1,28,81,71,2,5,0,46,17,4,8,6,245,1,13,38,14,66,0,1,7,34,5,5,19,2,19,3,19,24,6,15,5,10,18,90,3,28,14,12,9,64,11,32,5,29,11,98,54,16,19,11,26,77,9,23,16,1,26,23,23,19,18,8
MIR551B,1,4,0,5,1,6,1,3,1,3,2,4,2,1,5,5,3,10,2,1,1,0,0,4,1,0,3,0,1,4,1,1,1,0,2,0,1,1,0,0,0,0,3,1,1,0,0,1,1,4,4,5,1,1,0,1,1,2,1,1,2,1,5,1,1,0
MIR187,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR3134,8,24,3,12,20,16,45,28,16,21,19,41,14,16,22,5,16,40,66,24,18,11,16,88,69,9,9,6,18,20,7,5,15,93,14,6,3,27,14,19,30,18,5,19,33,11,13,4,10,66,20,32,21,19,45,30,11,6,29,33,26,21,17,10,16,19
MIR4786,3,15,2,10,6,5,4,2,1,3,4,9,3,7,18,2,5,6,3,7,4,7,6,3,1,3,11,4,4,3,5,9,11,4,5,4,2,5,4,19,8,3,5,9,13,9,8,4,6,11,8,8,9,3,6,18,1,0,4,7,8,9,4,11,10,0
MIR4256,1,0,0,5,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,3,0,4,2,0,0,2,2,0,0,0,0,0,0,1,3,1
MIR571,19,21,14,9,16,21,9,23,20,7,14,25,6,6,25,5,21,11,22,11,16,13,26,42,23,24,17,22,17,21,25,14,15,31,4,13,4,5,21,15,26,32,4,12,24,13,19,20,24,24,17,17,25,12,23,21,16,8,9,18,15,22,12,20,10,33
MIR378D2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,3,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,4,2,3,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0
MIR4433B,0,0,0,0,2,0,0,0,0,0,4,2,0,0,2,11,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,3,0,0,1,0,8,0,19,0,0,3,3,6,0,0,0,0,0,0,19,0,6,0,0,0
MIR4651,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR6791,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR6756,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
MIR1-2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MIR4679-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIR376A2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,3,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,9,2,0
MIR6504,2,3,8,2,1,5,5,10,1,3,7,2,4,3,3,1,5,1,4,3,6,6,3,2,1,7,9,8,3,6,4,7,3,3,2,4,2,2,4,6,7,5,2,2,2,1,2,3,1,3,6,5,3,8,0,5,5,1,4,8,9,2,7,3,4,1
MIR412,0,2,0,0,2,2,0,1,2,0,0,2,2,3,5,0,1,5,0,2,0,0,0,0,0,2,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,2,1,0,0,0,1,0,6,0,0,0,0,0,2,0,0,1,0,7,0,1,11,2,0
