GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
MIR130B,1,2,1,2,1,0,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,0,2,1,2,1,1,1,1,3,2,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1
MIR7112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
MIR187,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR4786,3,15,2,10,6,5,4,2,1,3,4,9,3,7,18,2,5,6,3,7,4,7,6,3,1,3,11,4,4,3,5,9,11,4,5,4,2,5,4,19,8,3,5,9,13,9,8,4,6,11,8,8,9,3,6,18,1,0,4,7,8,9,4,11,10,0
MIR378D2,2,1,1,1,1,1,1,1,0,0,1,0,0,0,3,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,4,2,3,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0
MIR135B,2,0,1,0,1,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0
MIR3689F,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,1,0,0
MIR4679-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIR6746,20,0,13,4,2,6,4,4,2,2,4,4,2,2,3,1,3,2,10,6,4,1,5,8,3,8,0,4,2,1,3,7,5,4,11,8,2,2,1,2,1,0,4,2,1,13,4,6,11,6,7,3,4,1,4,2,1,2,2,4,10,2,1,7,7,2
MIR1243,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
MIR2277,1,2,1,56,2,50,2,1,99,42,1,58,102,1,63,1,73,1,2,36,65,1,94,1,2,102,1,1,67,1,65,2,1,59,1,2,40,1,2,1,1,48,1,92,1,1,1,2,1,1,115,71,115,1,2,88,1,30,2,70,1,50,62,1,125,2
MIR600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
MIR769,5,5,4,2,9,3,1,1,1,0,2,14,5,3,7,11,1,16,6,8,2,2,4,4,1,7,10,4,6,4,3,7,1,7,19,0,1,3,5,9,7,3,0,0,1,2,3,4,0,9,7,10,5,6,3,5,12,0,8,5,5,3,11,6,8,3
MIR208B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR183,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,1,0,0,6,0,0,6,2,0,2,0,0,0,3,0,0,4,0,0,0,0,0,0,3,1,0,0,8,0,2,2,2,1
MIR425,23,38,28,9,10,9,12,31,12,6,15,8,17,8,11,3,14,6,11,72,8,14,7,16,8,19,16,4,29,24,1,16,16,21,38,6,10,53,14,170,122,30,27,17,6,22,22,20,8,59,35,9,11,11,32,4,34,10,41,22,18,119,21,26,25,10
MIR374C,3,2,10,14,2,0,10,0,2,2,0,8,5,4,6,5,1,12,3,2,1,0,3,6,2,3,1,0,5,1,0,2,0,2,3,1,2,0,0,1,4,2,2,3,5,4,1,8,1,1,3,12,10,0,0,2,0,0,2,14,7,2,0,8,1,2
MIR4738,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,2,1,1,1,1,1
MIR4451,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,0,0,1,5,6,3,2,2,0,0,0,0,0,2,2,2,5,5,1,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,2,0,1,0,0,3
MIR4277,0,0,0,5,0,0,2,2,1,2,0,0,0,0,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,2,2,1,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,1,0
MIR6075,7,8,3,3,5,3,2,3,1,2,1,4,8,9,6,3,6,6,4,7,0,20,2,2,0,10,9,3,17,2,0,6,4,0,10,4,2,2,5,9,7,4,2,1,3,10,5,0,5,1,10,15,5,8,2,6,0,5,3,6,7,0,3,7,2,8
MIR575,2,3,0,4,6,11,4,5,6,0,2,0,0,5,2,4,5,2,1,0,0,1,0,1,0,5,4,4,0,5,0,0,0,3,2,0,0,0,4,2,6,2,4,2,0,2,3,0,5,4,2,4,0,0,6,5,3,1,7,5,2,11,0,0,2,0
MIR107,0,0,2,1,0,7,0,2,0,0,0,0,1,0,3,3,3,2,0,4,0,1,0,0,0,3,3,0,3,0,0,1,0,0,1,0,0,0,2,1,0,2,2,4,2,1,1,0,0,0,2,3,3,1,0,4,0,0,3,0,0,0,0,0,2,1
MIR3131,4,0,2,0,0,1,1,4,0,0,0,3,1,0,0,0,1,0,2,8,0,1,0,0,1,1,2,0,7,1,1,1,0,2,3,0,2,3,1,5,0,0,1,0,3,3,1,2,0,7,0,1,4,1,2,1,7,2,8,2,3,4,1,7,2,0
MIR6782,8,4,3,1,3,4,6,7,5,2,4,4,5,3,2,5,5,3,2,4,4,4,2,3,2,5,3,2,4,1,3,3,3,2,7,1,1,3,3,16,4,3,1,0,2,9,17,1,1,8,9,7,1,5,6,3,6,2,6,4,6,7,7,5,8,7
MIR548I3,0,0,0,1,0,0,0,0,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR543,0,0,0,0,4,0,0,0,0,0,0,5,4,0,3,3,5,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,4,0,8,0,0,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1
MIR3074,2,7,1,2,0,1,0,0,1,0,0,2,5,1,7,0,1,7,1,1,1,0,3,1,0,5,1,0,6,3,0,4,3,3,3,0,6,1,1,6,2,0,4,3,0,4,0,2,1,4,2,1,8,0,2,4,1,0,3,1,3,0,1,1,4,0
MIR374A,5,8,6,1,1,4,0,5,2,3,2,3,2,8,2,4,1,6,1,1,2,2,4,3,3,1,2,1,2,5,3,2,2,2,1,2,1,3,6,7,5,4,0,3,10,3,3,2,3,2,6,1,4,4,4,10,0,4,3,6,2,4,2,3,3,3
MIR1252,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,3,2,0,0,0,0,1,0,0,3,2,4,1,1,0,0,0,1,1,8,0,0,1,4,2,1,0,1,0,0,5,2,0,2,0,4,0,0,4,1,3,0
MIR544A,3,5,0,0,2,1,0,2,4,0,1,4,3,9,4,2,1,10,0,5,2,2,0,0,0,5,0,2,0,0,0,3,0,0,3,3,3,0,0,0,4,1,13,0,2,1,1,0,3,16,0,0,0,0,1,2,5,0,0,0,2,0,2,15,2,0
MIR3973,6,0,0,2,10,0,1,4,0,7,1,4,0,0,6,0,0,0,10,1,1,3,8,1,2,2,1,6,0,8,0,0,2,0,0,14,1,3,0,0,3,3,6,8,9,2,0,8,0,1,1,0,0,3,5,6,7,2,3,12,3,5,0,4,8,2
MIR6861,4,3,1,1,4,1,1,2,1,1,2,1,2,1,2,2,2,3,3,9,1,1,5,3,1,2,2,3,6,1,1,5,1,1,9,2,1,5,2,8,1,1,1,3,2,4,8,4,1,6,3,1,3,2,1,2,4,1,7,3,1,2,4,6,2,1
MIR3163,1,2,0,4,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,2,1,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,3,1
MIR874,2,4,1,1,9,2,2,3,3,0,0,10,7,1,14,4,9,4,0,4,2,2,2,2,3,3,7,1,5,5,2,5,4,2,10,3,0,6,5,6,5,1,2,6,6,3,0,5,3,7,3,12,6,6,0,7,1,0,0,2,4,6,1,0,4,0
MIR3179-3,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,0,1,2,2,2,1,2,1,1,1,1,3,0,1,4,1,1,1,1,2,0,1,1,2,0,2,1,1,3,1,1
MIR638,24,28,18,10,16,9,20,14,7,12,10,22,22,6,16,4,13,11,16,51,4,15,20,12,8,21,39,26,39,9,14,14,26,28,37,5,8,6,11,64,42,19,9,3,6,27,30,27,11,30,29,25,20,26,26,16,17,12,27,8,34,24,21,28,45,18
MIR3179-4,1,1,1,1,1,0,0,1,1,1,1,1,2,0,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,0,1,2,2,2,1,2,0,1,1,1,3,0,1,4,1,1,1,1,2,0,0,1,2,0,2,1,1,3,1,1
MIR548I2,4,4,1,4,6,0,0,3,0,4,0,3,4,0,14,1,3,22,0,1,0,0,0,0,4,0,0,1,1,3,0,4,0,0,3,0,0,0,0,0,0,0,4,3,4,0,3,1,0,9,0,9,4,0,0,6,0,0,0,6,1,4,0,5,3,4
MIR551A,2,9,4,16,11,2,4,4,0,6,2,23,2,14,33,4,5,3,0,12,9,3,12,14,19,7,12,6,8,6,2,7,3,1,12,6,2,3,6,2,26,14,4,11,20,8,2,9,1,6,13,12,19,8,4,6,0,5,5,12,10,3,4,3,17,6
MIR3680-2,24,21,6,7,23,11,6,29,13,3,2,25,4,24,17,6,13,9,9,23,10,17,15,9,30,13,78,34,15,11,8,7,26,8,17,8,4,9,18,43,65,33,8,13,12,15,51,12,13,27,10,8,19,23,14,13,14,8,13,22,12,39,11,21,18,13
MIR548O2,1,9,1,1,1,1,6,1,1,4,0,3,2,2,0,4,3,4,4,1,3,1,2,4,2,2,1,6,2,5,4,3,2,5,2,4,0,0,2,6,3,4,0,2,0,2,3,0,1,6,5,3,0,6,7,1,1,1,1,2,2,3,2,2,4,2
MIR365B,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,4,0,4,1,0,0,1,0,2,0,0,2,0,0,1,0,2,1,1,7,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,2,2,0,0,0,4,1,3,2,0,0
MIR4686,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
MIR3611,8,6,2,10,17,8,5,13,3,5,17,9,2,5,3,0,8,6,14,1,7,2,5,10,8,2,8,9,4,10,8,2,2,12,2,6,3,6,9,10,11,10,2,8,0,2,3,10,3,5,8,7,7,5,11,11,0,3,9,10,9,5,2,14,4,2
MIR4462,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
MIR4273,8,6,5,17,4,7,2,3,2,0,3,3,6,5,6,3,2,6,2,14,4,0,7,0,1,2,0,0,4,0,5,7,0,0,10,1,4,3,3,1,3,7,4,3,1,3,2,0,3,0,5,2,7,0,3,8,4,0,7,6,8,6,0,0,3,4
MIR3680-1,24,31,7,28,12,18,18,25,14,10,15,35,8,37,32,10,25,20,15,27,10,23,17,21,42,18,69,47,9,11,14,15,28,9,29,17,7,11,28,75,101,18,6,32,18,22,65,28,22,25,15,23,26,28,29,30,19,16,15,30,15,41,12,9,20,29
MIR6735,14,5,7,2,1,10,4,6,7,1,0,2,2,9,8,2,9,13,3,13,6,7,3,8,2,3,6,7,9,4,3,0,3,0,10,4,6,6,4,16,7,2,2,7,4,5,6,3,7,22,6,6,7,1,7,3,1,2,6,6,12,6,7,4,6,3
MIR3195,9,12,6,4,5,3,4,4,7,2,4,5,6,4,6,4,1,3,6,11,3,2,2,6,2,8,8,0,10,1,3,5,2,1,12,4,4,1,2,17,7,7,3,3,0,6,2,2,1,0,3,1,4,1,3,2,5,1,4,2,8,5,2,13,7,4
MIR5196,6,2,10,1,1,1,4,1,1,3,3,1,1,2,2,6,4,2,23,3,1,1,1,12,1,3,4,3,7,1,3,2,1,8,17,3,6,1,2,9,3,23,3,1,0,1,2,3,1,2,2,1,3,1,3,1,1,1,1,1,5,3,2,1,27,2
MIR216B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
MIR4717,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR8083,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
MIR4488,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,6,0,2,0,0,0,2,0,2,2,0,0,0,3,0,2,0,1,0,0,2,0,0,2,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0
MIR1324,8,0,1,1,1,1,1,4,1,0,1,1,1,3,1,2,1,1,2,7,1,0,0,7,1,3,0,1,10,0,1,2,0,7,1,1,1,0,2,3,0,1,1,1,0,2,1,0,1,6,5,1,1,0,0,1,2,0,1,2,1,7,0,1,1,2
MIR3180-5,7,9,4,12,0,7,4,2,0,8,2,6,2,8,12,2,7,5,9,8,1,5,7,11,2,7,11,3,5,3,0,8,10,7,5,3,6,11,1,10,0,8,3,21,9,6,0,8,5,10,8,15,20,4,10,3,2,1,0,8,15,8,7,6,18,7
MIR4667,4,2,3,3,3,0,1,1,2,0,1,4,2,2,1,0,1,1,3,6,2,3,0,3,3,1,3,2,3,1,1,2,1,4,2,1,1,5,4,14,3,1,5,0,0,1,2,2,1,13,1,0,5,6,6,3,1,1,1,2,2,12,1,2,0,4
MIR511,1,2,0,0,0,1,0,0,1,0,0,0,2,0,4,7,2,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,2,3,3,1,0,2,3,3,0,2,0,2,3,3,0,4,1,0,4,1,0,4,5,0,0,3,0,0,3,4,0
MIR4644,21,22,14,8,12,27,38,23,11,13,18,23,7,29,14,8,28,25,32,21,19,6,9,26,25,11,14,17,15,23,46,7,7,46,11,32,6,9,17,13,18,23,3,16,9,6,17,11,15,21,16,23,10,16,21,18,12,9,13,13,18,10,9,19,14,19
MIR616,48,48,16,54,61,50,101,55,31,17,25,48,26,39,44,15,43,47,39,115,63,28,25,39,60,46,49,38,36,28,36,44,29,94,34,27,70,152,36,117,198,32,34,53,47,57,45,135,81,252,93,27,25,32,68,59,145,44,148,66,56,200,61,74,68,56
MIR1303,6,0,0,3,1,3,0,4,7,2,0,5,1,1,3,5,2,4,0,1,2,1,0,2,1,6,2,2,2,5,0,2,2,3,0,1,11,0,0,2,2,1,6,2,3,1,2,0,0,3,1,3,2,3,0,1,2,2,1,0,5,6,2,5,2,0
MIR5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
MIR4749,13,16,10,11,9,7,7,10,9,6,8,11,16,8,13,6,24,8,5,37,12,9,12,17,16,7,20,17,26,22,9,21,15,17,9,8,10,10,20,37,33,15,12,8,4,21,3,9,8,15,27,12,13,10,8,8,6,2,26,10,25,11,9,9,14,13
MIR4296,13,23,15,7,7,25,9,24,9,6,5,19,12,18,17,7,23,36,4,20,13,11,9,14,17,12,23,14,20,14,7,15,16,7,16,10,9,8,28,33,19,23,6,20,17,13,29,7,12,19,18,33,16,14,14,33,7,8,4,19,17,26,14,11,16,8
MIR4281,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,1,1,0,1,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0
MIR6891,513,147,63,295,424,117,1041,208,23,49,208,122,11,165,57,35,182,117,713,117,240,4,84,791,130,11,9,200,222,128,165,49,1,319,64,237,11,386,206,9,506,413,7,192,24,253,124,73,338,213,362,140,28,8,167,218,371,23,326,4,209,219,8,150,9,251
MIR3660,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR4736,6,8,5,7,4,3,3,4,5,0,1,8,4,4,0,2,4,2,1,6,6,2,3,1,4,1,1,1,5,3,1,1,1,3,12,2,4,12,4,18,3,2,3,4,1,2,0,1,2,20,2,0,3,0,8,0,2,1,4,3,7,14,1,8,2,3
MIR27B,11,14,9,8,5,14,6,2,14,14,5,7,27,9,25,1,11,51,10,11,9,7,7,8,7,9,3,2,6,7,1,9,14,0,2,6,0,7,3,3,3,13,1,16,5,10,3,0,5,1,15,30,28,8,12,15,0,6,9,29,14,14,6,4,12,1
MIR3689A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MIR5699,3,0,0,0,3,0,0,2,0,0,0,0,0,0,2,8,0,2,0,0,0,2,0,0,0,2,0,3,2,0,0,3,1,2,0,1,5,0,0,0,1,0,2,0,2,1,2,3,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0
MIR4258,11,22,16,10,19,9,6,10,18,5,15,22,28,3,18,1,9,6,15,39,3,14,17,12,13,14,14,11,19,20,4,35,6,15,21,14,8,58,17,35,16,23,19,6,11,27,27,16,31,33,34,3,20,34,31,5,7,17,23,11,27,40,24,23,33,16
MIR95,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,4,1,0,0,0,0,4,0,2,0,1,2,0,1,0,0,0,3,0,0,0,4,0,4,1,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
