GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
FERMT1,1142,4,303,1201,1780,963,770,606,2429,913,5462,95,616,1690,1382,370,912,245,658,1142,1522,519,2648,829,92,400,1634,454,789,752,780,458,2801,491,647,883,390,1083,60,0,486,592,237,636,1653,1685,1327,1010,517,1342,1512,135,25,1286,1077,1380,1298,575,245,1685,766,1058,1017,83,452,43
HEMGN,5063,4769,1161,2024,2200,13604,1760,2429,5881,663,4939,5973,3760,6386,7033,2115,7627,9613,2121,3820,4221,2607,3049,4561,3157,13767,2103,2404,2995,4082,2643,3392,14592,2876,2308,4633,3065,1734,4132,3556,6975,6118,944,11626,4125,3187,14525,2377,9536,15575,7820,10581,27132,5672,3945,2943,4698,4779,263,5049,6025,2632,4090,2452,7723,6889
NAT10,10375,6758,11875,10816,10013,10397,7978,9796,17640,4318,12987,4432,10189,12823,6477,1840,11239,4349,13033,10742,11253,10899,22122,10935,6557,12302,13276,5470,12143,8868,10284,9686,8712,5960,7166,11532,6132,11904,8212,8546,11036,12709,1607,17316,7890,11880,13433,9735,8889,15780,12025,7205,13538,8568,11658,8542,11942,6555,8902,9573,11258,7008,8327,7983,9131,11199
DCTD,4765,2946,4763,4446,4804,6149,3761,3549,7972,1258,4497,2278,4131,3206,4247,830,5143,2816,4078,3258,4366,3809,5947,4349,2744,4904,2602,2184,4586,3090,3730,2815,3809,4127,3656,3560,2690,5068,3247,1718,4891,4999,568,8059,2991,3852,4888,2014,5523,6106,3868,4063,4684,4441,4226,4927,4257,3326,3218,3468,3804,2708,3814,2674,4646,6072
CTD-2132N18.2,847,365,482,573,774,781,415,499,1283,339,556,590,844,787,858,263,900,733,762,704,984,336,1300,698,635,931,770,554,703,619,497,733,574,472,118,466,449,416,616,277,640,756,47,947,684,811,405,475,429,835,849,1143,1467,708,276,1266,554,466,431,606,647,341,823,455,799,566
REXO4,4458,3369,4428,3653,4318,3979,2534,2627,7434,1315,3633,2067,5214,4634,4304,772,3827,2833,3468,3173,3961,3064,6533,3074,2346,4862,3358,1991,4179,2964,2877,3333,3090,2222,2584,4102,2260,3430,3143,2446,4411,6580,755,5204,3150,3775,3643,2941,2908,4666,4690,4666,5433,4104,3242,4128,3304,3096,3920,3329,4378,2176,3206,2770,4699,4063
ZNF780B,3261,5149,2689,4266,3865,3896,1248,4531,4506,1411,3199,4233,4302,4602,2984,1272,5393,6950,2265,3402,2072,2502,4759,4424,6059,1580,3037,2605,4220,3947,1714,3102,2946,2599,3591,2996,1413,3861,2095,2869,4486,2266,524,6613,3847,3298,3386,1940,4118,4815,4786,5478,5098,3881,4569,4919,2701,1222,3137,2963,3302,4409,2881,2858,3165,5740
ABHD1,121,142,91,164,187,243,82,130,224,33,76,131,170,164,209,120,170,185,67,174,90,71,231,156,92,108,110,92,177,75,80,119,82,97,99,49,52,119,69,76,81,97,134,154,252,137,53,105,99,226,277,344,123,142,137,283,53,83,100,183,118,198,126,80,206,136
NRSN2,442,416,597,616,440,468,335,181,695,90,1121,82,318,274,1042,203,214,122,358,804,424,559,1539,550,217,389,99,413,227,600,462,545,512,395,262,359,284,348,454,213,322,360,233,793,483,879,287,673,1245,443,1229,485,197,441,366,395,695,340,128,315,462,306,617,210,223,319
RPS15,23398,8759,21983,13803,14384,14912,15041,7794,31782,3273,11548,2948,28741,25687,13541,2580,12174,8195,18348,14792,19498,12738,31467,13216,7946,27837,4536,4658,18202,11644,12008,17772,16416,7749,11796,17052,13659,13348,11227,7814,10789,22301,2791,30925,14984,18753,9174,18678,7267,17490,23905,15289,22734,18171,6249,15996,12609,14922,14656,15309,18870,10274,16344,9043,17233,18957
HBQ1,433,71,33,123,161,23,61,172,428,12,592,53,296,15,41,74,77,15,159,198,142,518,2554,36,31,1883,148,16,285,71,98,184,2029,39,67,431,378,55,91,26,215,716,96,43,28,326,1332,420,723,238,107,220,70,683,302,111,399,1761,13,39,752,15,497,185,1876,495
TEX22,425,585,426,556,748,299,143,273,273,150,121,561,478,532,1297,113,300,229,196,605,282,70,883,408,443,457,249,218,571,240,219,454,333,230,668,242,139,216,292,795,316,258,85,399,674,447,197,103,189,412,587,726,561,390,324,474,66,147,151,479,480,424,436,523,579,365
