GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
HEMGN,5063,4769,1161,2024,2200,13604,1760,2429,5881,663,4939,5973,3760,6386,7033,2115,7627,9613,2121,3820,4221,2607,3049,4561,3157,13767,2103,2404,2995,4082,2643,3392,14592,2876,2308,4633,3065,1734,4132,3556,6975,6118,944,11626,4125,3187,14525,2377,9536,15575,7820,10581,27132,5672,3945,2943,4698,4779,263,5049,6025,2632,4090,2452,7723,6889
ZNF780B,3261,5149,2689,4266,3865,3896,1248,4531,4506,1411,3199,4233,4302,4602,2984,1272,5393,6950,2265,3402,2072,2502,4759,4424,6059,1580,3037,2605,4220,3947,1714,3102,2946,2599,3591,2996,1413,3861,2095,2869,4486,2266,524,6613,3847,3298,3386,1940,4118,4815,4786,5478,5098,3881,4569,4919,2701,1222,3137,2963,3302,4409,2881,2858,3165,5740
ABHD1,121,142,91,164,187,243,82,130,224,33,76,131,170,164,209,120,170,185,67,174,90,71,231,156,92,108,110,92,177,75,80,119,82,97,99,49,52,119,69,76,81,97,134,154,252,137,53,105,99,226,277,344,123,142,137,283,53,83,100,183,118,198,126,80,206,136
NRSN2,442,416,597,616,440,468,335,181,695,90,1121,82,318,274,1042,203,214,122,358,804,424,559,1539,550,217,389,99,413,227,600,462,545,512,395,262,359,284,348,454,213,322,360,233,793,483,879,287,673,1245,443,1229,485,197,441,366,395,695,340,128,315,462,306,617,210,223,319
C1orf106,56,5,319,19,162,0,10,105,478,105,93,82,52,145,34,110,45,3,32,49,59,149,107,22,22,111,154,83,63,47,99,58,102,16,42,65,43,138,34,16,151,535,108,23,316,119,64,89,51,65,20,8,28,218,34,20,98,9,285,82,99,32,100,43,76,121
HBQ1,433,71,33,123,161,23,61,172,428,12,592,53,296,15,41,74,77,15,159,198,142,518,2554,36,31,1883,148,16,285,71,98,184,2029,39,67,431,378,55,91,26,215,716,96,43,28,326,1332,420,723,238,107,220,70,683,302,111,399,1761,13,39,752,15,497,185,1876,495
TEX22,425,585,426,556,748,299,143,273,273,150,121,561,478,532,1297,113,300,229,196,605,282,70,883,408,443,457,249,218,571,240,219,454,333,230,668,242,139,216,292,795,316,258,85,399,674,447,197,103,189,412,587,726,561,390,324,474,66,147,151,479,480,424,436,523,579,365
AP002884.2,24,0,12,8,3,89,4,0,118,16,1,0,13,109,4,0,16,24,7,0,49,7,0,105,11,7,0,70,10,61,18,2,11,74,90,8,2,17,37,128,66,75,9,35,114,1,16,15,0,12,8,8,13,46,9,11,16,39,14,20,32,24,15,59,10,20
CEP126,548,190,546,1066,714,1819,832,910,1229,420,659,586,840,865,1395,296,955,1532,978,712,297,307,1141,1191,733,436,405,159,576,735,714,572,499,1032,827,230,304,627,296,69,64,165,181,1334,1246,731,587,563,951,1314,1573,1449,713,406,932,1170,792,332,114,937,906,950,658,326,562,785
CD99,4034,3357,6075,2807,9155,3662,6696,8633,5287,2863,5598,6754,4329,5177,5804,1366,4338,1712,9982,3956,6179,3392,4067,9419,11148,4715,4543,5175,4569,4047,4282,3972,2411,4643,8015,7377,2692,5276,7844,4885,4188,2750,544,4185,3108,2294,3194,2788,2372,2716,4026,1998,7508,4632,4324,7334,3640,2242,4968,6016,3403,3432,2143,1873,10224,6052
