GENE_ID,GENE_NAME,N54,N58,N60,N70,N82,N83,N84,N85,N86,N87,NV1428,NV911,NV912,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1422,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V2241,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
ENSG00000281842,MIR1291,5.527901554981814,5.217693748944983,4.827953163678394,4.7467952333617,5.269447335938842,5.693518083819601,5.9502428951692545,5.67247034655752,6.77860616171364,6.1090581160356985,6.780273445340544,5.300908138898787,6.736425423404473,6.896024861628077,6.100280778609207,6.088679871422614,3.9633851029491036,5.286152366587867,5.639288816137497,3.768205491101926,5.947432471082062,6.331812225852839,6.715616072589644,5.042213467259689,6.560373444559709,4.015211735692219,7.363399951092419,6.748360288800883,6.330458175856218,5.617935813325555,6.083381836523137,6.86645715108617,12.864728703192213,4.277753793807782,6.63863552095489,5.805482794150098,5.7123500696892515,4.549817280628195,6.560355672928384,6.510820747147989,6.109770495431546,12.349843997439645,6.312243682034469,6.499528945573252,13.976170509943337,5.570629212430007,3.951730034772486,7.1345313209773265,7.184004031970717,4.432568020950659,7.457195555488833,5.639578857743455,12.786866545096572,3.321149620942134,6.642161851002423,5.058448903645253,6.554265416151429,5.165999808925542,5.17710775127631,6.433377809401836,13.547974750566414,5.569913161670726,3.3347030678609433,5.0598095877511,4.303219313743428,5.974754261804154,5.779193805514348,6.442972969145132,4.856991437880484,5.254806874495992,5.6006265652519795,7.177887490243522,5.102238544104579,6.85545883408384
ENSG00000274705,MIR486-1,6.512181854587714,7.449704299975894,7.201118408172454,2.899609599322264,3.224831670981483,4.1632603170119475,4.9733893455953755,5.036467914177816,5.625013940596381,5.657443117743638,6.30008720376744,5.939615178312367,4.467628192744482,8.328926560052516,5.377266469540867,6.348176908533285,7.6121595599730245,7.345061054618166,4.921492235914811,5.2807930253899675,5.540166875312782,5.133105056296903,7.21407342809627,4.641697360520621,7.689514741414703,5.688329217133473,8.189636764531055,7.520365812711548,9.77349942601501,10.28984822827865,6.441216106317257,7.9852751811084755,6.312941125527561,7.9620751250216095,6.418654292180578,5.0173461949520455,8.935445486789678,0.0,7.773986346276302,5.715282726879019,6.838355566481587,7.997671292613077,0.0,6.23967999725276,6.071886726899737,4.853760487219729,3.412648358629103,6.929659201644361,9.034782601922462,7.181490081509639,7.137318463426846,8.139033917385456,0.0,7.903020461507315,6.101325117980729,0.0,7.453974244192226,3.281779343673233,4.9220265505751595,8.007168487606663,6.804264891128604,4.599969208883287,3.0480886401106573,7.026999270506411,7.005037768596647,4.041983356440286,0.0,0.0,0.0,7.682987405326581,5.6006265652519795,9.07745290066147,8.180075266931816,9.702659316274234
ENSG00000272543,MIR4787,7.824595250960923,7.862677176002213,8.240452903997268,8.451051146100196,5.991373390859745,8.172875801133001,7.159240106790538,3.3350256033306445,7.602920721606526,4.996420140202488,7.4275693974175905,5.300908138898787,6.736425423404473,4.159578543275347,7.226268405405465,10.08657371991725,6.546285937551553,8.061462932185188,4.360138293606525,6.094540107353574,5.540166875312782,0.0,4.756220003692952,5.6125069234673255,7.552709924158598,4.716039397073353,8.276808907106819,7.1079453129288614,0.0,5.360764874723645,9.523340623817564,7.572134215000945,3.8159716638432934,4.0295187467570726,8.070034215773743,6.57230185809921,5.523630508174595,6.748279022426012,9.485600822008864,5.715282726879019,4.565995572483139,8.77292502235902,9.488628034545277,7.156607534833906,11.402487801667835,4.853760487219729,2.5421363141586513,7.395853453634877,9.034782601922462,6.549571134835802,8.590214017221275,6.944037870124574,6.355244253303872,5.893967308372472,6.206738596097223,8.68097622081009,8.244037999554335,5.4798686262727285,7.367823942536437,7.3002391683845325,6.804264891128604,7.249171857277127,6.402897314027891,6.953580786598342,4.953624007324697,8.479240182445036,9.43925926441067,9.458094556487016,9.373291638729569,7.682987405326581,5.916596056541695,9.693195100206172,6.945834322587393,7.436262416683373
ENSG00000216141,MIR941-2,6.512181854587714,5.692000780908625,5.395884060265658,6.171620928444653,4.703066431661069,6.679511529493832,6.35943528787696,3.3350256033306445,3.710151343752194,4.289275036656594,6.560066915254803,4.520742925989899,5.749892701207565,6.896024861628077,6.100280778609207,5.365777651575272,5.319428860633325,5.286152366587867,5.324578981734077,4.714267490321172,6.264677247592303,4.5685528968369065,5.471672464536759,4.641697360520621,6.820857864055353,5.185697066113048,4.26191622720891,5.543749647495174,6.330458175856218,5.617935813325555,4.328260339690915,7.403156546036092,6.5327388756259355,5.645539859579066,4.867032067042839,5.994899780287901,2.893145438507588,5.330529998178702,7.29119363524891,7.157133007365209,5.535215650191112,5.795828797697604,5.834060698692807,6.089796641369745,6.800248152542913,5.828595351941713,4.904342038152589,4.2928821072551395,6.772269887950126,4.995086997124915,7.7188610044226555,7.2051181448813795,5.372759506246906,3.321149620942134,5.580119512794937,6.446170556508808,6.3638117103342395,5.956029382905771,8.929708882337396,6.653383540878402,5.817116305938675,5.8857541700288,3.3347030678609433,5.0598095877511,3.9994455848453847,5.567343251172616,4.59140990789752,5.459460757013261,5.25952938515308,6.814356831213678,6.39518277914598,7.497821493086943,5.102238544104579,8.653887061709451
ENSG00000283513,MIR941-3,6.732314556593666,5.217693748944983,5.915816966696854,6.4095466774718295,5.104190218628348,6.679511529493832,7.159240106790538,3.8715280278437687,3.710151343752194,4.289275036656594,6.780273445340544,4.830046231376002,6.585924917322151,6.896024861628077,6.35980618060773,5.365777651575272,5.485333831863434,5.286152366587867,6.116421736216128,5.11549940134889,5.947432471082062,4.5685528968369065,6.305146967954495,5.042213467259689,6.560373444559709,5.185697066113048,5.79585456080602,5.543749647495174,6.330458175856218,5.617935813325555,5.291896464017104,7.4901179358168655,6.891842118383897,5.812259052174784,6.158988800079111,6.792526861378785,3.792622938712421,5.969509985610598,7.552692057873538,7.396585199884268,5.535215650191112,6.782785483357602,6.092873950360725,6.089796641369745,6.936574394660237,5.828595351941713,5.30728526959491,4.2928821072551395,6.772269887950126,4.995086997124915,7.7188610044226555,7.52508945822988,5.372759506246906,3.321149620942134,5.864132554460794,6.0366377588849165,6.3638117103342395,6.313425812768567,9.139231272566123,7.3002391683845325,5.410583254310034,6.554647017274646,3.573705480475979,5.0598095877511,3.9994455848453847,6.292087036620002,4.59140990789752,5.866277915990451,5.8318830902043945,7.546185755692905,6.753938740430417,8.172897082654039,5.506737686156752,8.547247350518392
ENSG00000221091,MIR1302-5,6.252305121330403,7.114839413041449,5.679147174872734,5.886555001100392,0.0,5.43604844467278,5.9502428951692545,2.471343345806835,0.0,4.685747085780521,6.30008720376744,4.126504297544084,5.030690125256129,7.889955438321111,3.860105716122015,6.088679871422614,6.546285937551553,5.286152366587867,5.8974909058896765,5.2807930253899675,5.540166875312782,5.853531892541554,7.447080429078873,5.042213467259689,6.820857864055353,2.5984919425347406,8.276808907106819,8.324349030631629,8.054819708893424,8.864372932374215,6.441216106317257,6.730189514836035,7.042629848149403,5.812259052174784,6.829469556195612,6.31229637752029,6.9442586434479106,0.0,8.423664211156943,5.309369697782538,7.680738289334128,7.003304910213571,7.494640172072119,5.258646437851336,4.529191775411549,3.3652859654958087,0.0,5.2556037182554025,6.992775603982261,5.71384294731391,8.301539019708898,6.434477485382324,2.5979622010093877,5.7805104483868135,5.580119512794937,8.020060239669816,5.16458912653541,4.764295191782618,2.7788982208444226,10.356287919831718,7.123608908196102,7.35540952842374,2.2127489345504094,4.74865451566022,4.303219313743428,4.9975138357911835,4.036063458435767,7.373619850922305,5.8318830902043945,8.128573046895584,6.753938740430417,9.562116532413285,6.577303289820026,9.751511204176596
ENSG00000265527,MIR5690,7.91730684456384,6.0483559601562815,5.043070932334993,6.295483021541025,7.462147794965535,9.127381223945841,10.07101880651491,4.261711081635289,8.846545407800091,6.232846204967383,8.607293418370922,6.063185925511943,6.872698392403206,8.603780512494971,9.403158046556479,8.449967451399846,6.546285937551553,8.340617510522812,9.148646145345142,5.904907921329719,9.248164862119243,8.597626479565536,7.823682879791252,6.817950028513584,9.033188618694998,7.475560143018065,8.888174699121093,8.324349030631629,9.314685818503511,6.343102493375053,11.305011127631143,8.568338652238054,8.414391624880185,6.097089921202147,8.405950333816614,8.530594043013714,6.507863945618157,5.330529998178702,9.210389989970848,9.213551945377874,6.838355566481587,7.514500553032073,9.532961297245198,7.858956834513886,6.481552637295041,7.617702574210751,5.30728526959491,5.2556037182554025,7.765655596341646,4.432568020950659,9.883449901795691,7.52508945822988,7.300888488039991,5.293777796485272,8.47125134627857,7.14023248640891,8.298309531363214,8.17464130692769,10.366582321966161,7.646199689258224,8.550039685965558,8.068165047821056,6.130847771744895,6.707834049541831,5.636045126300347,9.041832549917995,6.660102644025463,8.13188667031958,7.812760836855088,9.026641984388462,8.574374020277729,8.34226652728945,6.08108428403391,9.368691861144796
ENSG00000274066,MIR6514,8.164291736773746,6.0483559601562815,7.108662483741985,7.606348430092594,5.104190218628348,6.419289334378712,7.2581027439308965,4.261711081635289,6.419785624362936,6.452495690645189,7.4275693974175905,6.640938393814931,5.434651393823751,6.41543525533248,8.010701750302191,7.078041638431888,5.131935987719721,6.435389212788906,5.639288816137497,4.462183217904334,7.255264753211662,5.853531892541554,7.295995666560522,6.473509867817118,6.560373444559709,5.5394314470344534,8.189636764531055,7.520365812711548,7.32146652528119,5.617935813325555,5.864531098254903,7.793443208397956,8.174152145730663,5.240077265458971,7.730428185533009,6.983544236219603,5.523630508174595,4.549817280628195,6.560355672928384,6.701486896900863,0.0,7.997671292613077,7.082266712821883,6.23967999725276,6.481552637295041,7.036408124416556,5.473156212441193,6.236596969289149,7.352826232023875,4.432568020950659,7.940274803492034,7.52508945822988,5.822663721231179,4.553760673641266,7.475310753668124,5.058448903645253,8.187644799396343,7.381849076799023,8.821686501882608,8.08487583283364,7.797795997433682,7.249171857277127,0.0,6.953580786598342,3.6141667456855284,10.639035389365523,8.271929599506183,9.842903886275792,6.050652665017132,7.034916826445812,7.898571146258451,9.07745290066147,7.070389685881619,8.84608435174119
ENSG00000263413,MIR4538,9.305925062181542,5.217693748944983,7.7216933202488764,8.865057666362212,8.557313276070582,10.251514124223094,8.988455912009817,8.563328737719461,7.689946962447103,8.515164429353437,9.132231441462098,8.216231122030164,9.403035703041127,4.159578543275347,8.969503686350432,8.27362770298611,7.748992590473311,6.435389212788906,5.639288816137497,8.790778541392488,9.732913683328254,8.211748804243612,5.947780258580075,3.167926196296734,4.298330689743038,9.135132234059757,8.359012619293779,4.974168425457657,6.330458175856218,6.193072598915706,0.0,10.17721435576154,8.174152145730663,2.0236631180095945,7.730428185533009,4.617081270198413,5.0506940342349385,9.628244583139413,6.971566453326834,11.339166526736918,7.968965903036232,9.18713776636969,7.494640172072119,8.394678983505852,11.159434652452777,7.5476804713674275,9.105892718342977,7.035728857135019,5.785408187278527,0.0,8.715432918293832,7.2051181448813795,4.01461645748598,5.118100974986249,6.715440056437396,9.38588368359421,8.244037999554335,8.486824617534438,8.228949882457945,6.844236006733118,5.817116305938675,4.599969208883287,6.402897314027891,5.0598095877511,5.930155650591653,6.292087036620002,5.96855136202242,5.677161577937302,7.5510091634935295,5.827119056572294,8.528692412400433,7.497821493086943,8.852815935137807,6.85545883408384
ENSG00000283152,MIR3120,7.091866160514241,6.677979416087293,6.903818912398928,7.507341479154729,4.703066431661069,7.547568798894155,6.67784491779373,5.223607641134868,6.77860616171364,6.452495690645189,6.971276928635811,5.0846023137326215,6.585924917322151,7.2559005714059,4.809555468101437,5.772041620091712,6.880101417870212,6.267546428033554,6.306465159354501,6.2621173905980845,5.540166875312782,5.853531892541554,8.16628583464892,5.830680647293753,6.820857864055353,6.263935441013724,8.51057624484612,8.45520213142831,6.330458175856218,7.101301173201174,7.3509197402554465,7.403156546036092,6.891842118383897,7.380002545852138,4.867032067042839,6.983544236219603,6.028764435121187,5.969509985610598,7.773986346276302,6.031708310412162,8.094016866329339,9.274455013616127,7.663676065861999,7.156607534833906,4.529191775411549,7.227678775922092,4.34326809533434,5.827922916250736,8.701080943083435,0.0,8.830646099075947,7.2051181448813795,0.0,6.642999845326563,4.447406949853229,9.621186949005125,5.885374989429809,5.165999808925542,4.216442456544562,10.909190963428399,5.817116305938675,8.401471495864872,3.0480886401106573,5.315617025391852,6.7774911353508065,4.9975138357911835,4.9914082292167485,7.706237871833616,8.133405057749018,6.814356831213678,6.904604506725945,9.629143975967915,6.80950055134745,8.018445629748763
