GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
NME1-NME2,10198,4404,7958,7987,7803,8595,10221,4400,20831,1243,10361,2520,11912,6455,382,389,710,1622,9968,4269,6485,7674,15020,8094,1625,8185,4574,358,8082,7724,5941,4275,7711,2177,4066,12645,5781,9565,6526,1467,5812,12659,554,7915,3566,7223,8566,7888,7031,5082,5719,3545,8750,9773,4081,5378,8974,6604,5782,6458,12009,2323,5183,5011,4655,12098
CBL,9560,13632,3786,7831,12246,8889,6631,11672,9674,4066,7654,6131,9360,11574,6849,3420,11058,7546,11445,8266,15374,5876,5443,11025,13186,9914,27640,2885,8034,10339,9415,7125,4600,6571,7694,3277,4956,11910,15153,15123,16696,11259,1098,10396,6138,5631,4980,5481,9599,6179,8348,8563,13829,1472,7177,9426,8456,5732,14692,8522,7241,5921,5344,3960,10879,17541
WDR90,7382,2765,3141,4915,3737,1959,3262,4124,4316,1632,2949,2339,3455,2120,4401,666,4563,896,4947,4240,2117,4645,7773,4843,3368,4844,3641,2396,8216,2473,3130,3941,5045,2954,5914,3332,1885,3936,3407,3288,4375,3687,1018,2909,2657,7310,5862,4085,4923,3177,3388,2806,4452,5103,3488,2866,2757,2776,3638,3680,6528,2119,4596,2039,9419,4429
HLA-DRB1,20836,20308,7257,34069,34289,21520,18493,19162,4939,2013,17775,14925,5708,15629,2994,5903,60326,6729,24919,18838,17828,7807,4736,23181,12088,3442,31408,19778,19252,17877,15703,3487,1256,20353,4639,11546,7026,22694,29020,3829,11799,8021,595,34547,7275,12573,16420,9223,13573,23607,34982,29897,55616,2186,23152,22484,17728,11179,32535,2555,17201,11631,1532,6124,3715,49578
STAT1,13216,9604,12771,15816,22852,8777,10639,8426,33706,7648,13372,7254,11581,8909,22750,4343,38999,12396,11618,8661,14904,10801,15520,12190,4798,12296,10764,8435,9304,11732,9540,9324,9642,52172,17967,25781,10256,36982,19268,5230,9193,15982,2065,12059,17064,8406,28708,9445,15032,11459,12140,10066,8769,39826,8347,14925,10350,11298,9114,8654,22035,8153,10519,12994,11312,14817
RASSF2,3479,3309,12307,10376,9603,9108,10048,10728,8821,756,3400,2522,9839,15617,8701,2331,10178,3228,15770,2814,15648,8522,6180,4310,3847,9852,13413,7225,2836,8577,7530,6943,4474,16121,6277,9948,5573,15500,11702,4153,3188,8327,1304,3089,2120,7681,3165,6966,8814,5127,10801,8633,6270,11955,9056,1569,9719,3658,16576,10490,3144,8905,5093,2143,10259,20324
PIEZO2,2510,2475,1047,1403,6892,523,503,1707,19228,189,5630,212,6981,3438,1812,1470,3570,322,1428,1034,246,8100,7164,278,647,2018,448,1091,776,2081,475,870,2444,445,1205,4336,883,1005,2619,74,4006,4923,896,2658,3902,1823,4107,1339,5348,2498,1109,412,223,2634,2606,6533,1802,2619,2105,1273,3056,3711,1304,6621,637,1598
MT-ND1,32416,65755,60726,29317,46630,24248,58311,50059,44623,71911,37130,12578,42818,31544,26054,63044,29264,57193,58188,83436,22238,55722,55712,52276,62943,68163,17888,76789,59972,55792,69122,37774,55544,49404,27052,34925,25242,82003,47434,45631,132317,53712,23328,32909,28931,14602,43576,34593,39944,32241,49577,39738,16124,110188,37039,47727,59861,41777,61342,24299,38254,67004,34584,37181,49558,34694
C1QTNF4,4864,3625,5881,4351,2664,1509,6357,11540,1925,3620,6455,4575,10782,9350,6769,737,3663,826,10565,7878,5001,1470,12620,6097,10614,8769,20965,2847,6681,5128,5684,5930,1581,3950,1177,9147,3427,8238,3445,3388,952,1120,315,6357,3791,7701,1102,4648,1037,4274,5756,6571,5656,3368,5618,7301,7293,2166,10742,2793,2047,2002,2565,1384,5264,11411
NUP210,50381,27781,35548,48916,30450,14563,26810,34034,76355,8902,53667,16385,41319,35493,21146,4498,34310,8496,46390,38872,40644,51269,57187,30717,33373,51377,58374,11657,49014,29589,29486,28167,33609,22528,22760,44200,20408,37792,34320,48332,51463,71832,5723,25726,24706,42672,50180,42056,35061,41412,26561,15408,39256,48747,40065,26168,44574,28987,53484,27295,45105,18982,36120,10945,43864,62635
Sep.06,28656,28268,17433,29459,20429,22713,27046,23260,27561,7147,24681,11747,29741,29009,17036,4876,19486,25897,31646,17123,33190,16672,25550,24750,19354,20321,18269,11832,21018,18494,18286,19021,13126,19287,12395,17381,10994,16396,23289,13458,19025,16531,2836,29992,20528,17451,16050,12778,18409,31751,27207,23473,48505,19905,17592,51282,21036,11130,19690,16923,18891,14963,14605,12231,17599,31388
SPON1,257,12852,552,166,1435,1126,648,5973,66,179,427,4704,63,112,176,594,128,155,2098,190,2819,100,216,1093,7960,35,7149,644,301,377,662,420,205,236,1773,117,234,1261,3310,30,65,28,90,971,939,191,60,258,176,648,722,1800,9951,181,252,4,111,90,41002,40,56,10,65,194,206,248
TSPAN32,6605,5349,1120,5993,7630,5349,2304,5880,2141,4655,2941,7316,7007,4070,14190,775,5567,8612,2580,5529,6478,3555,8411,5698,5804,5340,6145,3263,8062,4045,2516,6255,6375,2410,2222,3519,1775,1525,3075,3060,9206,8163,767,6244,5490,6741,4739,3688,10943,3435,6505,10387,11351,4703,3132,4201,2930,1845,3884,7680,8912,2991,5987,1438,5685,4461
AC068831.18,5361,1548,1302,3328,3195,1801,2279,3334,6174,445,3706,1077,2706,1173,1102,741,4273,503,3545,2930,1525,6191,3459,2947,2263,5280,4211,1433,2224,2422,3206,3342,4288,2119,3448,2774,2327,1592,4063,1468,2494,5060,453,1979,1586,3633,10680,1926,3642,1423,1450,1175,2076,4109,3156,3114,2706,3479,2270,3109,2247,1358,2605,1580,4094,7106
VPS13C,30819,33802,25009,41608,49620,39250,39148,44733,37277,9490,37738,26553,49989,46693,34767,11760,53962,33523,46178,31908,52863,32250,43552,58301,39651,31392,40076,28182,36185,41372,43780,35951,27617,40645,33150,32013,16031,33888,45338,40727,48435,38900,3636,52116,36403,29978,27701,28436,37089,43754,42556,39229,39783,34081,33148,48210,30483,25246,44310,48351,30543,32994,29975,18294,36920,45201
