GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
HIST1H2BF,27412,5909,40037,12788,11430,7181,31376,13197,33365,1363,25699,2512,22151,15877,8077,3624,22421,5249,28782,13525,20446,18708,28602,16128,11295,32426,8277,6423,17460,16186,16828,18453,17428,17557,21569,20418,22890,7649,19721,3632,14141,23840,3305,8814,5479,15385,25799,17233,22103,9476,21049,8377,13658,13223,14081,9103,36596,15562,8205,9914,27515,2422,21019,4614,28515,30225
CBL,9560,13632,3786,7831,12246,8889,6631,11672,9674,4066,7654,6131,9360,11574,6849,3420,11058,7546,11445,8266,15374,5876,5443,11025,13186,9914,27640,2885,8034,10339,9415,7125,4600,6571,7694,3277,4956,11910,15153,15123,16696,11259,1098,10396,6138,5631,4980,5481,9599,6179,8348,8563,13829,1472,7177,9426,8456,5732,14692,8522,7241,5921,5344,3960,10879,17541
SNX19,9370,6159,8861,6810,7773,7268,6367,4356,7612,2636,9532,5022,5758,7174,7991,2338,8839,5391,8382,6635,8024,6134,7404,6282,5902,6148,13410,5732,5548,7725,6507,6760,4584,4296,3916,7751,4732,6389,8248,6095,34161,69624,1221,5512,5070,7200,8867,6322,7161,5159,8594,7142,9778,7667,7323,6980,5952,6695,6929,6636,8475,3969,6884,3489,5563,7737
WDR90,7382,2765,3141,4915,3737,1959,3262,4124,4316,1632,2949,2339,3455,2120,4401,666,4563,896,4947,4240,2117,4645,7773,4843,3368,4844,3641,2396,8216,2473,3130,3941,5045,2954,5914,3332,1885,3936,3407,3288,4375,3687,1018,2909,2657,7310,5862,4085,4923,3177,3388,2806,4452,5103,3488,2866,2757,2776,3638,3680,6528,2119,4596,2039,9419,4429
ZNF664,8402,4665,8533,7320,8157,7008,6548,6777,2971,2317,13647,2553,7879,3138,5360,1773,9479,4127,3335,2598,8485,2675,12553,3233,6383,7831,6610,6532,7707,3605,8084,6357,8346,2784,5373,7904,3916,8159,4441,2596,5527,6753,1268,8396,4861,6877,11579,6734,11603,11974,7530,4944,2664,2242,9007,9424,10322,6299,3533,6622,2032,913,8650,388,7053,10161
HLA-DRB1,20836,20308,7257,34069,34289,21520,18493,19162,4939,2013,17775,14925,5708,15629,2994,5903,60326,6729,24919,18838,17828,7807,4736,23181,12088,3442,31408,19778,19252,17877,15703,3487,1256,20353,4639,11546,7026,22694,29020,3829,11799,8021,595,34547,7275,12573,16420,9223,13573,23607,34982,29897,55616,2186,23152,22484,17728,11179,32535,2555,17201,11631,1532,6124,3715,49578
NREP,9364,9671,14341,14192,9574,6109,11717,7116,13596,1946,8121,4174,13160,8478,9393,2424,11088,4402,15640,7835,17508,5443,9614,15033,6581,10520,7451,4190,9634,12322,13259,9676,5949,11834,8412,10050,5625,8774,16859,5193,4699,5344,675,10626,5588,7729,5050,2096,3918,5346,10168,6913,7570,7047,5454,13865,6180,5259,3587,7293,3776,4817,6874,2637,9581,10271
STAT1,13216,9604,12771,15816,22852,8777,10639,8426,33706,7648,13372,7254,11581,8909,22750,4343,38999,12396,11618,8661,14904,10801,15520,12190,4798,12296,10764,8435,9304,11732,9540,9324,9642,52172,17967,25781,10256,36982,19268,5230,9193,15982,2065,12059,17064,8406,28708,9445,15032,11459,12140,10066,8769,39826,8347,14925,10350,11298,9114,8654,22035,8153,10519,12994,11312,14817
PXDN,4469,3306,14997,2695,6441,3280,5643,7189,6906,1723,4178,307,7151,14309,9039,2242,1741,3253,12421,2900,3763,3872,4370,10195,151,2111,8747,395,2191,3307,2975,6652,1229,5127,26005,461,3566,6058,6175,38,620,1460,545,3863,6005,4859,3249,3313,3679,5479,4380,666,2919,1414,2443,12613,3122,1022,279,5325,3015,3250,1680,1047,6357,1058
RASSF2,3479,3309,12307,10376,9603,9108,10048,10728,8821,756,3400,2522,9839,15617,8701,2331,10178,3228,15770,2814,15648,8522,6180,4310,3847,9852,13413,7225,2836,8577,7530,6943,4474,16121,6277,9948,5573,15500,11702,4153,3188,8327,1304,3089,2120,7681,3165,6966,8814,5127,10801,8633,6270,11955,9056,1569,9719,3658,16576,10490,3144,8905,5093,2143,10259,20324
IFITM1,145,736,5205,957,5001,2508,1592,1865,5513,950,3071,547,1210,3572,1424,187,3823,553,836,462,2120,3592,7835,1736,1191,1016,2022,1209,1259,416,626,566,2817,8883,6870,8569,896,6663,2003,1114,939,2982,575,458,4466,923,2965,358,1367,2630,1247,2858,5261,12656,1073,952,1215,582,1960,687,4731,1462,555,1842,233,3116
C1QTNF4,4864,3625,5881,4351,2664,1509,6357,11540,1925,3620,6455,4575,10782,9350,6769,737,3663,826,10565,7878,5001,1470,12620,6097,10614,8769,20965,2847,6681,5128,5684,5930,1581,3950,1177,9147,3427,8238,3445,3388,952,1120,315,6357,3791,7701,1102,4648,1037,4274,5756,6571,5656,3368,5618,7301,7293,2166,10742,2793,2047,2002,2565,1384,5264,11411
