GENE_ID,GENE_NAME,N58,N60,N70,N82,N83,N84,N85,V1048,V108,V1090,V125,V1279,V1297,V1321,V1337,V1394,V1441,V1456,V148,V1505,V1528,V1565,V1591,V1592,V1699,V1708,V1742,V1776,V1788,V18,V1800,V1823,V1834,V1857,V1860,V1874,V1884,V1920,V1921,V2089,V2092,V2110,V2133,V221,V344,V359,V406,V456,V513,V538,V553,V574,V624,V630,V637,V655,V67,V712,V714,V716,V777,V806,V839,V883,V888,V940
ENSG00000103184,SEC14L5,4.574154959428459,7.288238555309575,3.561246191417746,2.8972240632107904,3.6156959495184986,4.057361915322907,2.2030092379986446,4.398603175155651,3.4670583162589503,3.6576749972901688,4.619424425315986,1.507977123025351,4.809068576621297,4.749143837993171,2.1461834501581016,2.66225049827145,3.5556353744872125,0.7148967843665756,2.0103243753311686,6.268556122163489,5.914117856124544,4.018250738087944,6.781958803626186,4.900504050261958,3.4811288826131754,3.7671966954648792,5.167451802353726,1.6313624516520246,5.93382536751934,4.9458514421879824,0.4445712301545646,2.7340074858775645,4.45282740152675,5.877368648811839,6.0767101304233,3.3431973720967822,6.1562334571761745,2.9932905780230845,5.727105428153839,1.362710444702952,5.001145375729531,5.516593871698688,6.915722062436048,3.8292902069334622,3.3199663443965814,6.93818513480036,5.118215185136908,1.629126439616444,5.885573074408708,5.003287357639516,2.039421619906399,10.534120052473959,2.2973456247689747,4.097656974969898,3.8919763173011432,4.604958858575154,5.844351342252563,3.1885585989826435,1.9863911287479556,2.357737012919808,3.54932578518965,5.252131278578775,3.97660324510548,5.670529382076605,4.456623972683283,4.897538840078567
ENSG00000119862,LGALSL,7.455039243081646,8.47940102282661,6.306390934390765,3.321911085635382,6.188541309249239,5.979059136756409,5.223318262796353,6.55760031474567,6.140981886883263,7.953992086273995,6.599124323708668,5.548294549728479,8.013039499408475,7.647352789414646,4.956438999821463,6.928581247141843,5.090715685951937,6.687677369962968,5.0068648460406155,9.311978484475265,8.342993933593357,6.413821351359499,9.084262717429507,6.776718996314599,5.304247308280509,6.598114105144019,6.79814495903532,4.59931699568165,8.50540636881729,6.422408727884129,2.381452808889583,6.143425706478592,5.9360164304724385,8.05243816227707,7.556633020920026,6.799103554312403,7.551962440894145,6.284811477992036,7.092466820166578,3.7059267397344295,6.916190017284497,6.314894040151591,6.214188464981662,5.8604572830631,5.514355750388135,8.538407665351755,7.514117186969942,6.082183577605681,9.708378306671042,6.616514149384187,4.5767900355069875,12.548000048882512,5.836736968129452,6.590203442092909,6.043703961223079,7.598247958593267,7.72971470483758,6.108102971102085,5.622650366205105,5.7298921934297695,5.977239117839228,6.6723791946799125,6.8381444264780615,7.450424908511894,6.055094437143666,6.88752954382702
ENSG00000115461,IGFBP5,1.5313127390140415,4.939840387352563,1.5898166201360011,3.5969178051311768,4.221712687633111,5.694363718459969,4.633448628344227,7.556430019517013,2.906118722906224,6.264271934107323,4.300236027258807,4.642321868926589,5.192592800284183,5.828389881177592,3.35407591838391,6.168939832780484,3.134675010522825,4.718851948110763,8.624212061767766,3.3886303385172116,3.4167517862782337,8.240399200397604,6.6521938257545195,7.69993614408429,4.466548314708163,3.8950353374281743,8.655896135650034,4.393156049565579,3.639880544092981,5.553175874144459,2.6538260477736104,6.2279048594890964,6.201601237136933,9.962816082011363,5.073338497754658,4.806444825974388,4.322064701210845,3.597289586034007,4.244578864173866,4.549830376800493,5.835024752591814,6.829440435908624,7.0396220698397975,4.689162562727632,3.7025827781338876,6.163571292484248,2.6137929770449175,2.3085731399227103,3.431657519166805,4.664410756926635,3.64500823414631,4.076610238783021,4.614306558878733,5.113325706658391,2.2411375924749244,3.6749798176090147,11.902128277221122,2.718182955427621,2.0484828130285146,1.477194451642227,4.5621389260876555,6.748316713144654,2.7107736443698505,4.358540730768916,5.201709512589871,6.416448909330958
ENSG00000137801,THBS1,10.787845814717288,12.452547048843249,9.390428461349526,7.25689752105484,9.54659568073471,9.807684293012253,8.395226371393283,10.564427699392871,9.994398681274504,10.931040348541009,10.041628559116702,8.696442347565865,11.235067142237371,10.286237655971211,7.731479966218849,9.966976310677628,10.189488377395557,11.291271300440354,8.163448415037386,12.266090249942158,11.428712885820586,9.155844774823594,12.369392088213889,8.678093692524536,8.537478578056428,11.617823909703871,10.46101713041434,7.3912523107379275,11.71944936269853,8.622246906574437,6.537787491874398,9.797370019829502,9.035040987018629,11.23549355558618,11.164126442941091,9.850055529917638,10.290640619093619,7.654049337257518,11.137592481747165,4.781830840842255,10.478594361836645,10.905235138923778,9.504673779313302,9.022240582366951,8.020057589461814,12.340003427226739,9.5730928966151,9.417571469620063,11.56713409299657,10.372582501242217,7.060916109976458,15.367104188009762,8.483556773124695,10.596552638914812,8.780714278674585,9.818366324669103,11.521034146857321,6.721185721647066,6.610510143236363,9.027453641427917,7.719914724902931,10.210916655990278,10.274892596530714,10.805033388310576,10.464736901553573,10.704895057437506
ENSG00000173083,HPSE,6.935416045768619,7.987945516264234,7.209349609343761,5.1251367736683076,6.211794654420707,5.990862335625889,5.462573823056772,6.413456662432821,7.825866753607802,8.089623192072596,6.922915007187344,6.28808640098912,7.527803303551764,6.888642226229664,6.086392289156917,6.349528154781856,6.5623587268619445,6.1391684918690865,6.209022837946723,8.38904700579802,7.64546429197186,6.792004484620348,8.25630823157198,6.635346572881371,6.015047242394379,6.2728600220608035,6.9433788365899645,5.713778994280397,8.07531717888871,5.712303023684321,5.481236312547937,6.143425706478592,6.635866725108589,6.4009145595944155,7.285251132045918,6.457020192295743,8.352599717070394,5.85380026795684,7.281664416569115,5.741307090305917,6.923299493836334,7.189790902206369,7.094439673746397,6.704163371478827,4.665372359848486,8.17814920651805,6.6076523357033965,6.537151589743109,7.831180257058849,7.217909249294287,6.983233739625879,11.844895043126533,5.887499573268022,8.039698234142923,6.0895521110003115,6.931795954797563,7.6432383891707625,5.951342367329864,5.730753798194413,6.129718458555081,7.313043934219697,6.9898005340758855,7.451145513679192,6.940394094040467,6.860065491817097,6.735584253569491
ENSG00000163736,PPBP,9.054799187173911,10.965300163970658,8.255178710567806,5.167901492081443,8.29399732301777,8.051322391832917,7.8540416143007725,8.4364280675637,8.480715985254822,9.437286832896701,8.754262411011917,4.923723468630767,8.53183386674594,9.42566478676761,5.521696243628606,8.364990424137982,8.828737404267445,5.717811999188491,6.293681305424383,10.988883827941715,10.184409959952216,7.456636073468451,10.42878877757106,6.727548673405768,7.224358406596084,9.931486780139076,8.598823235953924,6.311702088951154,10.637702435193393,7.150646276281181,6.167088591041979,7.935036497928846,7.924779566307171,9.765912424449485,9.845845598288992,7.812070831214619,9.585067771831937,6.848358698016745,9.641952208567513,6.390252554427024,8.88188180686005,9.609959621787999,7.018516301117108,6.561941112021114,5.9799925914414676,10.538280656100957,8.645465609731191,5.429539400426717,12.02661739935665,9.656747284194095,6.719287133178349,13.819611399045572,6.322332379764253,8.57373654895183,5.97207835530754,9.346082027104872,9.405172425575111,4.55921010627328,4.911771693870219,5.044469305486688,3.889060622563233,8.461963419631095,8.32427337454476,9.396186061958018,8.611162357769686,8.560595761437783
ENSG00000101162,TUBB1,8.436374410352226,10.247058908283684,7.054344107798925,4.799587201881858,7.069561182088785,7.521283348263233,6.435712322876172,7.510245120346518,7.3887980293117055,8.984941509261304,8.684696414774352,5.986237503536734,8.622419611775396,9.004401705052462,6.011741770926441,7.72197567052645,6.490722895894302,6.784582134238747,5.434893915862649,10.286309542154632,10.03320267380415,6.275685141075498,10.394484727452463,5.531988713529306,6.1044752688410195,8.634620910049398,7.880662193932436,5.804058479594734,9.506118584411977,7.231716388522756,5.312433914114481,6.7139478678170805,6.901135798765772,8.586982235488877,8.982853644160512,6.556221727122767,9.58263765642046,6.467711229854232,8.349192244032041,6.1085516659595545,7.891295420321748,8.512532396704492,6.837537782667337,5.603994581382706,4.626536099319416,9.67363956860661,7.474026937607175,6.935564330223087,12.041532045540453,8.089483681638834,6.183964820046105,13.206745915286906,5.904745619586197,8.126897626104272,4.672215707983233,8.84194128603319,8.956353652128712,5.008975554471093,6.017470130142921,5.9488301379831405,3.802428370402079,8.25997663516299,8.330174375853819,7.523124827968152,7.694716033242439,7.777679404135977
ENSG00000275896,PRSS2,4.275359769952616,5.316904476940291,5.97294324012254,5.081065587831392,5.448349904671165,5.4732456202128486,6.072307063672287,3.0252103318096966,9.89184893025934,2.4350157352796167,4.319948100109614,3.890526745043622,9.607491023037444,6.7121734335104115,6.941413716693482,6.894515088956096,3.4538282895429613,1.958340113728783,4.012893965885717,5.128456516225547,3.64583996877393,2.1033923588842667,2.086841304521674,4.6671058536158565,3.401026298691638,2.7728885893229567,1.222179390154375,6.1407494372254545,6.883059430873751,3.292737634600398,11.85212170552919,2.9221473100609705,11.716154062174024,5.379890697369457,5.022864961384457,5.3270322176540255,8.59564830240125,8.927470469883563,4.722526144233736,5.259316787537651,2.83098271111411,3.7096269496332934,3.967966775404843,4.243790977222134,3.963744008639408,3.1973181706125127,5.946590623175696,3.2285148445274956,5.843243643284807,6.672797048096423,0.9510223049420573,2.113114698493021,2.4223598914828863,3.6166005714053067,3.7277187318445533,2.5447754668104263,1.5776019829179135,5.551877742359941,3.2538098691039474,5.786362836919957,6.465724339417041,3.100923364493874,2.3468325115170363,3.1051318831975885,4.790858292866172,3.354019751985367
ENSG00000072952,MRVI1,5.936061318923126,7.745495740718327,5.486892706711173,4.86044800991426,5.308666883936476,5.714435355980974,4.605859475221208,5.320955682200617,4.882571148106444,5.081400018647576,5.76897168468005,5.350569196925887,5.855794537250045,5.904124208422767,5.2239696360365695,3.9606234975995003,5.0464331996696155,4.413453034910506,6.28570227145037,6.471351118405554,5.9856008994558865,3.925640525003536,6.016962587895884,4.484665673155581,4.862333228994591,5.49176235350789,5.167451802353726,4.265806968478564,6.221773436908294,4.147260343531934,6.159824400555224,4.4858972440916185,5.742108530006128,6.427766201367568,6.977461601646239,4.818336775301528,6.935217444546871,6.1032239000383,6.001459998657198,5.161343145962649,5.314035531758086,5.52106686771795,7.216846217796038,6.109154521369716,5.189679298634552,7.326771258057559,4.364138649611157,4.865061147907392,6.040063630131754,4.893887019587849,6.518535491438611,10.446036570512309,3.962940504603594,5.706007161019788,4.255950627200678,5.9824591930490145,6.284727757184468,5.939465449052044,4.8168451648144845,7.601673237407825,4.6037208795560085,6.123278850186869,5.310380730700805,5.885371936864235,5.239251830361249,4.423007071123347
ENSG00000150637,CD226,6.994665874061836,8.462151740497209,6.6492541009445185,4.783962200502569,6.411791389572976,6.138238473948929,5.571179602241796,6.685251841428509,6.370229249078375,7.552486956672041,7.092951168543977,5.509885347403082,8.365758198449964,7.356439368884345,5.529949958246898,7.142039819382382,6.770267802523973,5.1936062189773216,4.933863106010958,8.420604504452886,8.142407218743566,5.831891939200838,8.618413574404004,5.793234754128289,5.335367468651315,8.656774346091192,6.771525429772971,5.246333375023207,7.786595179888538,5.212521536046153,3.8909201594864564,5.862422113028663,6.675218636263749,7.5715933627957375,7.8370119520922925,5.711962761106912,6.52562309400527,5.162468158371075,7.38481857615586,4.691116735203709,6.728044276770376,7.147021594800243,7.580692102167427,5.4617067127924415,4.6133548318854265,8.056687231580481,6.3564217278610275,5.974239203692294,9.36983580348854,7.325753231745072,7.7188300353665635,11.622533657668628,4.841754049677832,6.429322057891004,5.515143612801779,6.0015202477249945,7.1897829316239426,5.933490121471194,4.666564077107465,5.2444268929304965,4.283816420860588,6.866214458915793,6.5407843909701215,7.184777097742033,6.472599882789045,6.197846448658788
