GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
MIR1205,12,6,1,9,10,4,0,16,10,2,14,4,4,6,19,4,8,9,0,8,10,13,14,3,7,10,16,8,14,6,14,8,12,3,13,18,5,10,10,14,25,24,3,2,9,6,31,11,8,8,5,1,3,8,15,34,15,2,6,17,14,19,11,19,6,9
MIR3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5587,12,21,18,10,26,13,4,14,7,7,8,11,19,11,24,4,12,11,6,17,20,37,28,11,20,26,23,23,34,15,7,11,20,6,27,28,6,9,11,57,31,23,3,15,17,17,25,13,13,17,23,20,37,12,19,10,11,12,16,28,21,10,11,17,28,13
MIR557,0,0,0,4,0,2,0,0,0,0,0,1,0,1,0,3,0,0,0,2,1,0,0,3,2,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0
MIR4727,4,4,3,13,6,9,5,12,2,6,0,4,0,5,3,2,7,7,3,5,1,1,1,4,4,3,4,6,3,2,3,1,4,0,1,0,2,6,2,1,22,3,2,15,1,2,1,0,5,5,16,4,2,1,5,1,7,1,3,1,4,6,1,3,3,2
MIR1236,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
MIR6791,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR4527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5693,1,9,6,1,2,2,0,1,1,5,2,6,3,1,0,4,4,1,1,14,3,1,3,4,5,0,2,4,4,0,6,2,0,2,13,2,3,19,1,24,2,3,4,2,0,5,3,0,4,13,5,4,2,3,9,4,2,1,9,2,0,6,1,17,2,0
MIR877,16,7,2,5,10,1,16,8,3,7,11,5,2,3,1,3,6,3,6,16,2,3,1,11,11,3,3,16,8,4,11,3,3,11,2,7,1,4,4,4,21,6,1,6,2,4,10,4,11,11,7,3,2,2,8,6,12,2,7,1,4,7,3,7,3,5
MIR340,14,19,5,12,28,19,11,27,20,12,19,19,8,20,27,7,27,15,33,7,14,14,7,20,35,10,23,7,13,12,21,9,15,17,2,9,3,4,22,13,18,17,4,34,16,7,18,15,7,4,10,10,12,5,5,33,6,31,18,25,5,12,3,4,6,12
MIR3714,1,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR4683,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
MIR4737,16,9,15,13,17,33,4,12,65,3,13,9,16,16,17,5,23,7,11,9,18,9,48,17,8,21,19,3,24,14,11,21,13,11,19,15,12,16,15,17,25,19,3,29,20,12,36,17,35,33,33,31,29,19,10,12,22,7,9,17,21,12,10,11,11,28
MIR610,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0
MIR4421,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548X2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MIR1273C,2,6,16,4,4,6,2,6,9,3,2,3,10,7,10,3,3,12,2,9,5,3,3,15,5,7,3,3,10,11,3,10,7,7,12,4,8,12,3,26,2,7,2,7,0,6,6,2,3,17,13,15,12,12,7,8,3,3,9,3,3,5,6,9,16,7
MIR6893,18,7,5,10,5,2,8,8,11,5,4,12,7,4,9,3,6,3,10,4,7,2,15,7,6,3,15,5,9,2,4,9,12,3,5,6,6,4,6,4,19,20,1,1,0,9,13,7,10,4,4,2,1,10,3,11,6,4,2,10,21,1,6,8,23,6
MIR6075,7,8,3,3,5,3,2,3,1,2,1,4,8,9,6,3,6,6,4,7,0,20,2,2,0,10,9,3,17,2,0,6,4,0,10,4,2,2,5,9,7,4,2,1,3,10,5,0,5,1,10,15,5,8,2,6,0,5,3,6,7,0,3,7,2,8
MIR1180,1,2,2,2,2,0,0,1,5,1,0,2,4,1,5,4,2,1,0,3,1,6,2,6,0,6,2,0,6,0,5,0,7,2,1,6,2,0,0,6,0,2,1,0,11,6,4,3,2,3,1,2,2,0,0,2,0,0,0,4,4,1,1,2,4,2
MIR6856,6,16,4,8,8,8,13,8,11,3,5,15,5,5,11,3,13,7,11,12,3,4,10,5,12,8,9,2,19,10,9,12,16,15,2,5,7,15,7,21,16,3,4,11,8,10,9,5,11,11,4,14,7,9,6,9,8,6,5,13,14,7,3,8,18,9
MIR5582,1,3,2,1,2,1,2,4,0,4,0,1,1,0,0,6,4,4,1,0,4,2,2,1,2,4,2,3,2,7,1,1,4,1,4,0,0,2,2,0,2,3,5,0,2,5,3,1,3,3,4,2,0,4,9,0,1,2,1,2,0,2,6,1,2,1
MIR6509,6,3,2,14,3,2,15,4,3,6,3,10,2,7,9,2,7,1,4,2,6,2,1,5,16,7,13,6,4,3,4,6,5,12,4,0,2,3,1,3,9,3,4,4,2,2,2,5,5,2,3,3,3,1,1,5,6,4,1,9,5,5,0,1,3,2
MIR4460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIR6861,4,3,1,1,4,1,1,2,1,1,2,1,2,1,2,2,2,3,3,9,1,1,5,3,1,2,2,3,6,1,1,5,1,1,9,2,1,5,2,8,1,1,1,3,2,4,8,4,1,6,3,1,3,2,1,2,4,1,7,3,1,2,4,6,2,1
MIR3163,1,2,0,4,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,2,1,0,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,3,1
MIR3160-1,2,0,1,1,0,1,2,2,0,2,0,0,0,1,2,7,1,0,1,1,1,1,0,1,1,2,1,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1,0,1,3,0,3,0,0,2,1,1,0,0,0,0,1,0,1,0,0,4,2,1
MIR6774,41,76,14,36,5,1,3,34,1,1,21,30,20,3,1,6,54,1,35,9,37,23,10,22,48,24,72,2,29,19,17,32,9,4,8,18,8,9,61,160,19,9,4,8,11,23,6,13,17,4,26,3,1,14,7,0,10,32,1,16,13,2,12,0,58,43
MIR4754,7,7,14,4,2,13,4,8,2,0,2,3,4,9,9,8,4,1,3,11,5,2,10,6,4,14,3,13,5,8,1,6,6,2,5,4,5,15,3,18,12,4,9,7,4,12,5,13,5,12,39,1,2,8,12,3,2,4,9,6,18,7,4,12,3,2
MIR16-1,1,2,1,2,3,5,1,0,1,0,1,0,0,0,2,2,3,1,1,1,1,0,0,2,2,3,0,4,3,3,0,1,1,0,1,2,0,0,5,2,2,1,0,1,1,0,5,0,1,1,5,0,3,1,0,1,1,2,2,3,0,0,0,2,1,0
MIR3158-2,1,2,3,0,0,1,1,0,0,1,0,0,0,1,1,4,1,0,0,2,1,0,0,0,0,0,1,1,2,2,0,1,0,1,1,0,1,2,2,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,1
MIR378B,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,7,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0
MIR6732,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR7846,3,1,12,1,1,2,2,1,3,1,1,4,3,1,3,5,1,1,2,2,1,4,1,1,1,25,2,2,3,1,1,3,2,1,1,1,1,1,2,14,2,2,1,1,1,2,1,8,1,1,2,1,7,2,2,0,1,10,3,1,4,1,1,2,2,2
MIR337,1,1,0,2,6,4,0,1,0,0,1,0,3,3,7,1,0,1,0,1,0,0,2,0,0,5,0,5,0,3,0,0,2,0,0,3,2,0,1,0,14,0,1,0,0,0,0,0,2,5,0,0,0,1,4,2,0,0,1,0,4,0,3,14,0,2
MIR4444-2,17,3,23,4,1,2,4,4,25,3,2,2,11,2,11,2,4,2,7,8,5,10,2,3,4,13,7,2,16,2,4,0,14,3,10,3,8,3,2,8,4,4,1,2,1,10,7,3,5,3,15,6,9,20,4,3,5,11,6,4,16,2,16,3,4,4
MIR7973-2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR6506,73,111,57,77,125,111,67,127,77,1,102,69,72,85,74,29,83,161,90,104,113,42,68,101,114,80,69,41,80,84,41,50,81,66,59,38,39,62,72,64,102,82,4,92,45,75,111,43,86,150,101,144,117,1,100,126,103,48,122,89,92,78,47,66,29,132
MIR219A1,5,0,0,4,4,12,1,3,1,6,2,4,1,8,1,2,0,6,3,8,0,1,1,8,1,1,1,8,1,0,3,1,1,0,2,2,1,9,0,3,5,5,0,0,0,6,1,0,3,8,8,6,1,0,2,1,2,1,5,1,0,5,0,4,2,1
MIR3130-2,1,1,2,2,1,2,5,1,1,1,1,0,2,1,6,0,1,1,1,0,1,1,1,2,1,1,4,2,1,1,2,3,2,1,1,1,1,0,1,1,1,1,1,3,0,1,2,1,3,1,1,1,1,0,2,2,2,0,3,1,1,1,0,1,1,1
MIR3648-2,71984,23261,87340,39351,24693,39651,92790,26848,7488,216038,15670,25450,115893,46344,33750,15364,29345,34299,33067,87441,28344,17728,58006,41141,41401,138980,57211,32732,84133,39014,22437,17054,8099,98636,84821,14974,45930,47140,20598,66150,68999,45370,42546,29898,6842,54212,44037,17890,21816,48055,58437,97881,76045,15276,30041,35037,21057,9053,81708,29305,194646,22416,5938,66081,28564,21254
MIR1207,15,21,11,20,28,8,5,39,40,19,25,11,12,6,16,12,11,6,14,27,26,35,53,16,10,19,17,10,30,10,11,8,22,6,24,20,6,19,9,26,59,44,2,7,24,24,36,21,8,26,13,3,13,28,33,54,24,7,15,11,21,27,18,36,10,26
MIR24-1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,0
MIR3653,5,4,9,4,2,4,6,4,5,2,4,6,4,3,3,2,5,3,9,5,3,6,5,8,4,4,8,5,7,3,3,4,4,5,14,4,2,8,4,6,5,6,3,6,3,6,4,2,4,4,3,3,5,6,5,2,3,4,2,4,7,3,5,6,6,3
MIR548AS,0,0,0,1,1,1,1,0,4,3,2,0,0,3,1,0,0,7,2,2,0,0,1,4,0,0,0,0,2,2,4,0,1,4,2,0,0,0,0,0,0,0,0,3,16,4,0,0,4,8,2,0,0,0,4,0,0,0,0,2,2,1,0,6,0,0
MIRLET7F2,2,3,6,2,1,4,1,6,0,1,1,14,1,3,2,6,1,1,1,1,2,4,2,12,4,5,1,3,1,3,1,0,3,1,0,3,3,3,1,2,7,3,0,2,3,0,6,2,1,1,2,5,2,1,7,1,1,1,2,6,2,1,1,5,5,2
MIR766,31,37,7,22,13,28,27,21,8,19,13,22,13,18,37,9,25,44,10,20,11,22,17,12,38,24,12,23,9,24,5,8,15,26,6,13,8,6,17,50,26,4,0,21,18,19,17,10,10,36,28,31,35,6,29,33,9,17,6,13,8,27,11,23,15,13
MIR4772,0,0,0,0,1,0,1,0,2,0,0,2,0,0,2,4,0,0,0,4,0,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,13,0,2,6,5,0,1,2,0,0,7,0,0,2,3,3,0,0,0,0,0,3,0,0,1,2,0
MIR558,15,5,8,5,10,7,6,3,6,6,5,13,3,6,9,7,2,4,14,12,5,18,8,13,15,13,10,7,20,19,13,6,16,7,8,9,3,8,9,17,11,9,6,11,10,10,11,6,7,11,9,12,17,21,22,13,6,5,9,16,7,6,10,12,12,10
MIR4316,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0
MIR5089,0,0,2,0,0,1,1,0,0,0,0,0,1,2,2,5,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,1,0,3,1,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,2,1,0,2,1,0
MIR4531,1,0,6,2,0,0,0,3,0,1,2,2,0,0,2,4,0,0,0,0,0,0,0,1,0,1,2,3,4,0,0,3,1,0,0,0,3,0,1,0,0,2,0,0,0,0,1,0,1,1,0,4,1,0,0,0,0,0,0,0,2,0,0,2,1,0
MIR625,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1,3,1,1,2,2,2,0,0,1,0,0,3,1,2,0,1,0,1,0,3,2,0,1,1,3,1,1,1,1,0,2,0,1,0,1,0,2,0,1,1,4,2,1
MIR6855,9,14,16,12,10,3,8,4,20,6,4,12,11,18,14,9,12,7,8,19,15,13,11,3,11,11,4,6,12,8,8,9,14,8,14,6,5,3,9,35,7,12,10,6,6,37,11,7,13,18,24,6,19,8,17,11,2,6,13,21,7,11,16,21,5,9
MIR6763,4,2,8,10,6,1,7,10,2,4,3,4,6,3,14,9,2,14,6,19,3,6,6,9,16,7,4,5,8,4,1,6,8,1,15,3,4,12,1,8,15,5,3,8,13,23,3,9,6,7,8,14,7,10,6,6,4,4,3,12,11,6,7,7,12,6
MIR3161,2,2,2,1,3,0,1,0,0,0,3,3,1,0,1,1,2,0,0,6,5,3,1,0,2,10,4,2,0,5,4,1,0,1,1,4,0,1,2,13,7,1,1,0,0,1,1,2,10,0,1,0,1,2,0,1,2,1,0,0,4,0,1,4,3,1
MIR7160,0,0,0,0,0,0,0,2,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
MIR6072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MIR4644,21,22,14,8,12,27,38,23,11,13,18,23,7,29,14,8,28,25,32,21,19,6,9,26,25,11,14,17,15,23,46,7,7,46,11,32,6,9,17,13,18,23,3,16,9,6,17,11,15,21,16,23,10,16,21,18,12,9,13,13,18,10,9,19,14,19
MIR4321,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR576,14,20,15,26,30,23,66,35,8,11,29,28,11,25,17,15,20,29,36,17,24,13,22,46,46,27,27,24,18,27,32,12,11,33,15,11,25,13,15,27,55,29,10,19,15,17,21,20,34,15,17,23,17,14,13,26,20,14,31,9,18,16,17,18,22,28
MIR3609,220,345,372,207,338,467,343,335,93,94,167,627,393,272,641,55,252,611,236,201,306,100,451,263,373,139,146,352,141,232,354,222,145,236,212,99,15,194,207,348,432,237,94,343,317,199,119,231,192,551,500,499,324,287,199,467,179,151,220,333,156,290,140,100,284,243
MIR4319,0,0,0,2,2,3,3,0,0,0,0,0,0,6,6,0,0,0,0,2,0,0,0,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,2,5,5,0,5,0,0,0,0,0,2,1,0,5,3,0,0,2,1,0,0,0,1,0,0,2,0,0
MIR1208,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,8,0,0,2,3,0,0,0,2,0,1,0,1,0,2,1,0,0,3,0,0,2,8,0,0,1,0,2,2,5,0,0,0,0,7,2,2,0,0,1,2,0,0,0,0,0,0,0,4,0,0
MIR4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MIR3972,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,2,0,0,0,0,0,0,0,0,7,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
MIR4509-3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MIR6845,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,2,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,2,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2
MIR133A1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,2,0,2,0,0,1,0,0,2,4,0,1,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
MIR451B,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,9,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,24,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0
MIR548B,0,0,0,2,5,0,0,0,4,3,0,1,1,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,1,3,2,2,7,1,0,0,2,0,1,0,0,3,3,1,0,0,0,21,3,0,0,0,0,0
MIR548W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIR548BB,4,4,1,6,1,1,0,6,1,4,5,5,1,1,2,0,0,3,3,3,2,0,3,2,6,5,0,3,1,1,5,0,0,2,0,1,0,2,0,0,9,4,0,0,1,0,2,2,2,2,1,4,1,1,3,2,2,0,0,1,1,3,0,1,3,0
MIR132,2,4,2,3,0,3,0,1,0,2,1,4,2,0,1,1,1,0,1,7,1,2,5,3,2,2,1,2,6,3,1,3,3,0,5,1,0,1,1,23,3,2,4,1,4,8,1,2,9,7,3,2,1,2,2,2,1,1,0,0,1,4,3,1,4,1
MIR5590,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
MIR3167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
