GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
MIR8076,2,2,4,3,1,0,0,0,2,0,1,4,1,2,0,0,4,1,0,3,2,4,2,0,1,0,1,1,2,2,1,0,3,0,2,2,0,1,3,1,1,0,0,0,2,2,2,1,2,3,1,2,2,2,0,1,1,1,2,0,0,2,0,2,3,1
MIR378D1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR378E,15,14,14,16,37,22,25,16,21,6,26,22,25,26,33,12,25,23,33,22,31,22,7,42,20,21,44,19,34,16,14,18,19,38,9,22,8,23,36,42,33,30,1,20,33,10,7,23,13,42,28,22,26,32,22,27,11,16,20,27,22,15,21,14,30,31
MIR5000,3,12,0,7,5,4,4,6,6,9,2,9,1,0,11,1,6,4,6,8,0,3,5,8,7,5,4,8,4,8,4,3,6,3,5,7,0,10,4,9,11,0,0,11,0,2,2,4,0,8,0,2,0,14,1,2,0,2,2,3,3,0,3,3,3,4
MIR2115,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR421,36,104,23,88,106,93,38,95,36,38,26,140,56,57,70,36,67,192,46,59,67,42,60,104,145,47,83,74,81,87,69,64,50,53,62,29,10,43,91,91,107,55,5,83,88,31,55,26,76,45,47,85,87,56,46,120,16,45,37,99,46,68,56,45,57,67
MIR596,5,0,2,0,0,5,3,0,0,0,0,2,1,2,1,4,0,0,5,0,0,1,1,4,0,1,0,0,0,2,5,0,0,6,0,0,1,0,0,4,4,0,1,0,1,0,0,2,0,2,4,0,0,0,1,5,2,0,0,0,4,0,0,0,0,0
MIR181A1,4,10,8,8,9,1,6,5,5,0,1,21,4,0,4,3,1,6,15,2,3,12,8,11,5,7,10,9,1,8,6,7,1,10,8,4,1,3,13,6,11,7,1,13,1,4,1,1,1,2,2,10,3,2,6,23,2,12,10,0,4,0,4,5,7,3
MIR3926-2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
MIR3122,12,2,3,5,6,1,18,4,12,1,12,5,6,2,4,7,9,0,17,3,3,4,3,18,4,6,9,1,2,3,13,6,5,12,3,10,3,3,9,0,2,8,1,2,4,3,13,2,19,7,3,3,2,7,8,5,8,2,3,7,4,3,8,2,7,10
MIR1299,28,121,41,62,55,74,15,15,14,6,35,30,52,39,88,16,32,21,53,49,14,14,87,49,28,58,17,51,27,69,43,25,22,19,42,39,11,36,58,8,35,42,2,79,38,22,21,12,18,63,40,49,29,38,30,75,10,20,35,58,34,52,28,21,23,36
MIR1245B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
