GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
MIR8081,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3,2,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR378D1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR378E,15,14,14,16,37,22,25,16,21,6,26,22,25,26,33,12,25,23,33,22,31,22,7,42,20,21,44,19,34,16,14,18,19,38,9,22,8,23,36,42,33,30,1,20,33,10,7,23,13,42,28,22,26,32,22,27,11,16,20,27,22,15,21,14,30,31
MIR7850,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,1,0,0,0,0,1,2,2,0,3,0,0,0,3,0,0,2,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MIR5000,3,12,0,7,5,4,4,6,6,9,2,9,1,0,11,1,6,4,6,8,0,3,5,8,7,5,4,8,4,8,4,3,6,3,5,7,0,10,4,9,11,0,0,11,0,2,2,4,0,8,0,2,0,14,1,2,0,2,2,3,3,0,3,3,3,4
MIR2115,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIRLET7E,3,18,2,1,1,3,0,4,2,0,0,5,4,5,2,5,2,7,0,9,1,2,0,2,2,4,0,0,2,0,0,4,1,4,4,0,3,3,0,1,0,0,1,0,5,2,1,3,3,22,4,6,7,0,0,5,0,1,3,3,5,5,4,5,0,0
MIR3926-2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
MIR3122,12,2,3,5,6,1,18,4,12,1,12,5,6,2,4,7,9,0,17,3,3,4,3,18,4,6,9,1,2,3,13,6,5,12,3,10,3,3,9,0,2,8,1,2,4,3,13,2,19,7,3,3,2,7,8,5,8,2,3,7,4,3,8,2,7,10
MIR1299,28,121,41,62,55,74,15,15,14,6,35,30,52,39,88,16,32,21,53,49,14,14,87,49,28,58,17,51,27,69,43,25,22,19,42,39,11,36,58,8,35,42,2,79,38,22,21,12,18,63,40,49,29,38,30,75,10,20,35,58,34,52,28,21,23,36
MIR1245B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR384,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIR3684,18,18,26,9,21,3,7,6,6,7,22,21,8,17,10,6,17,17,10,7,8,18,8,17,24,15,25,42,13,21,35,9,6,15,6,10,12,7,38,9,61,48,3,10,10,5,11,19,23,11,9,5,4,16,11,13,25,7,8,26,8,9,7,6,22,29
MIR6125,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
MIR33B,30,11,15,3,24,2,2,9,2,16,7,10,6,5,22,6,10,4,3,22,5,12,7,14,11,24,14,11,10,11,2,9,11,20,8,7,13,2,6,30,13,5,5,7,17,17,9,15,10,7,3,8,17,14,4,6,4,13,11,15,29,6,2,5,13,13
MIR7853,4,0,4,12,6,3,5,46,0,0,13,6,13,4,3,0,11,0,23,16,2,8,2,2,36,31,15,2,7,12,11,7,0,14,9,19,10,6,2,7,0,6,0,10,0,11,5,11,79,21,5,4,2,8,3,10,15,4,4,48,23,16,5,5,6,30
MIR569,3,0,2,4,7,10,5,4,8,1,16,10,6,0,9,5,4,6,4,5,4,7,10,3,6,6,7,2,2,6,5,4,3,3,3,5,1,8,1,4,8,3,0,9,0,4,5,4,14,5,3,7,4,8,5,9,2,4,2,5,3,4,9,2,3,3
MIR548H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3622A,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2
MIR1205,12,6,1,9,10,4,0,16,10,2,14,4,4,6,19,4,8,9,0,8,10,13,14,3,7,10,16,8,14,6,14,8,12,3,13,18,5,10,10,14,25,24,3,2,9,6,31,11,8,8,5,1,3,8,15,34,15,2,6,17,14,19,11,19,6,9
MIR619,11,16,7,11,1,13,8,8,2,1,4,9,4,2,5,4,8,21,3,5,4,6,6,4,13,9,8,2,6,3,1,3,3,2,3,4,2,9,8,38,14,1,6,8,6,3,5,16,7,11,11,16,18,5,5,7,5,1,5,7,5,4,7,7,3,7
MIR551B,1,4,0,5,1,6,1,3,1,3,2,4,2,1,5,5,3,10,2,1,1,0,0,4,1,0,3,0,1,4,1,1,1,0,2,0,1,1,0,0,0,0,3,1,1,0,0,1,1,4,4,5,1,1,0,1,1,2,1,1,2,1,5,1,1,0
MIR4786,3,15,2,10,6,5,4,2,1,3,4,9,3,7,18,2,5,6,3,7,4,7,6,3,1,3,11,4,4,3,5,9,11,4,5,4,2,5,4,19,8,3,5,9,13,9,8,4,6,11,8,8,9,3,6,18,1,0,4,7,8,9,4,11,10,0
MIR4727,4,4,3,13,6,9,5,12,2,6,0,4,0,5,3,2,7,7,3,5,1,1,1,4,4,3,4,6,3,2,3,1,4,0,1,0,2,6,2,1,22,3,2,15,1,2,1,0,5,5,16,4,2,1,5,1,7,1,3,1,4,6,1,3,3,2
MIR4256,1,0,0,5,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,3,0,4,2,0,0,2,2,0,0,0,0,0,0,1,3,1
MIR135B,2,0,1,0,1,0,0,0,0,0,0,5,0,0,2,3,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0
MIR664A,5,1,9,0,7,4,6,1,10,3,6,1,9,1,5,1,1,10,3,4,9,2,3,2,4,7,6,1,1,5,1,3,3,9,1,4,3,1,11,2,17,17,3,1,3,2,9,1,7,3,7,5,2,5,10,9,1,6,4,2,10,3,3,2,1,3
MIR1-2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MIR491,7,5,13,4,21,10,11,19,8,6,14,21,7,5,23,4,16,13,24,9,10,16,9,12,17,9,18,9,8,14,12,12,7,14,0,6,3,18,10,24,40,27,2,9,15,12,4,10,6,6,13,6,10,9,13,25,1,5,23,12,6,11,4,14,14,17
