GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
GUCY1A3,8179,13537,5802,9665,9192,25623,3548,7796,5202,2372,6882,8524,13068,12103,14252,2340,13138,24899,5338,12216,19245,3195,5366,8266,7651,6083,5682,7046,8171,8966,5802,6918,4201,5265,8063,6617,4127,6471,7063,5276,7998,6600,1767,20381,9257,8819,4709,5207,9326,41830,21902,28306,51345,7485,9223,22401,6311,3237,11053,10752,5982,10307,6400,4046,5933,11086
ABCA1,11515,3368,8483,3255,4247,1208,3018,4784,4771,1161,2714,2962,4815,13069,3160,3582,17209,2772,5866,1872,3502,3853,1522,5107,3180,7431,6291,1631,2734,5155,2072,9183,5113,5669,7584,4004,8760,2145,5590,4180,3602,4250,328,3313,4892,1788,2043,3008,6202,3611,4026,4268,7627,10383,1910,3150,2176,15925,6504,1456,6763,5486,2389,1044,7081,5143
UBE2Z,4603,2465,3608,4342,4971,4598,5826,7972,6920,1597,5154,3526,3542,4047,3056,1059,3973,5942,5592,4499,5151,3153,5035,5877,7001,6281,6182,4076,4956,3677,6611,3400,4530,8052,4442,2973,2359,3314,7543,4771,9951,5813,867,4770,2881,2493,2977,4748,10940,4324,5383,3418,5519,2917,7515,5202,5508,4395,10159,2581,3535,3614,2389,3747,7448,6473
SPI1,8656,4784,10060,5804,5882,2749,4979,6025,12707,2006,5407,2721,8160,6617,4551,1393,7672,3268,7057,5763,4600,3824,3800,3622,5356,11096,11086,4962,4764,5664,4928,5466,3592,4744,4256,11419,5018,6005,6235,4559,8174,10032,986,5819,2719,6222,3852,6086,4845,6445,5548,4995,9569,8641,4272,3912,6118,4258,10411,4976,7512,3691,3811,4222,4526,6917
SZRD1,4331,2416,13862,3180,9390,3513,9911,7740,7079,1804,5158,2031,10007,4322,2869,1326,4272,2273,5201,3825,11355,10954,6997,10472,3016,14099,8985,6745,8988,3217,3291,7615,9308,8700,3616,11249,6550,3620,3984,6024,11096,12586,806,5313,2746,4099,4143,4074,12581,4654,4686,3654,15362,3296,3255,10083,10852,8319,4656,3701,5112,1747,8996,5816,11217,12908
EIF2AK2,11630,9952,15457,14682,13234,14759,16929,12979,10708,5228,9119,8191,8299,13165,6276,3662,17643,12588,15432,8840,28422,7181,11128,16416,9071,7907,11579,10898,11257,14111,8977,8145,8530,50650,16759,26918,3491,20933,14171,4546,13842,14271,2109,14063,18439,7959,13941,8145,13081,21189,9580,11905,10233,27768,10560,12180,9371,6393,11769,10108,14109,8789,10103,13495,10747,16070
STAT1,13216,9604,12771,15816,22852,8777,10639,8426,33706,7648,13372,7254,11581,8909,22750,4343,38999,12396,11618,8661,14904,10801,15520,12190,4798,12296,10764,8435,9304,11732,9540,9324,9642,52172,17967,25781,10256,36982,19268,5230,9193,15982,2065,12059,17064,8406,28708,9445,15032,11459,12140,10066,8769,39826,8347,14925,10350,11298,9114,8654,22035,8153,10519,12994,11312,14817
RASSF2,3479,3309,12307,10376,9603,9108,10048,10728,8821,756,3400,2522,9839,15617,8701,2331,10178,3228,15770,2814,15648,8522,6180,4310,3847,9852,13413,7225,2836,8577,7530,6943,4474,16121,6277,9948,5573,15500,11702,4153,3188,8327,1304,3089,2120,7681,3165,6966,8814,5127,10801,8633,6270,11955,9056,1569,9719,3658,16576,10490,3144,8905,5093,2143,10259,20324
NPR3,6409,12762,2556,4647,9400,15650,6957,6002,10967,935,6565,10477,9116,6274,10012,1460,10026,6083,6071,9244,5519,3311,7045,7956,9269,4129,6147,2829,6926,6469,6384,5529,3069,6450,4340,4362,3525,4346,8881,6615,7877,4863,1389,12216,5398,8328,4581,5377,3802,15987,15468,15000,15289,5670,7082,9173,7650,2642,4395,6381,4770,4570,4316,8195,4349,4638
HIST2H2BE,33017,10276,45362,17575,19576,14514,56730,20216,46272,2237,30992,3215,24067,38174,13454,4831,26227,12030,42862,21697,25072,21083,22883,31149,25316,40550,7365,15929,26274,21064,21576,20975,17355,31744,25514,23427,34976,9781,23129,8861,23260,29269,9118,14804,11782,20159,24071,34194,24621,15902,28663,15577,18163,16928,16267,27451,50442,20931,13135,17366,30957,7985,28025,8208,28365,30607
MIDN,6611,5128,9008,3684,3232,3138,5309,4466,7443,3254,4997,3949,6136,4952,3716,1505,4624,3915,7333,7577,6768,4971,5081,5070,6054,9397,7519,7346,5371,3757,3331,4363,4598,5727,5809,4993,4587,5045,4930,10435,11671,6344,1584,5490,3269,6970,4204,5935,8616,7701,6849,5011,9019,4874,5398,3186,6087,4639,14840,4158,7461,4000,4975,5279,8787,6590
