GENE_NAME,V888,V108,V2089,V1279,V1090,V777,N85,V839,V1565,V637,V1505,V1834,V67,V1441,V1920,V1857,V630,V456,N84,N60,V1394,V1048,V18,N83,V538,V1742,V1884,V1297,V125,V1921,V1776,V1860,V940,N82,V148,V1456,V2092,V714,V1337,V553,V406,V1788,V2133,V1874,V221,N58,V1591,V2110,V574,V716,N70,V1321,V1800,V806,V513,V1592,V1528,V1823,V344,V1708,V359,V712,V883,V655,V1699,V624
WDR36,4998,3672,5244,5236,6054,5249,3527,2722,8877,1120,4292,1979,5242,6840,3402,1508,6105,3199,5364,3872,6334,4110,9804,6983,2212,5250,1996,1799,6012,5391,5393,3847,5471,4414,3251,6467,2836,5158,4736,2568,3506,4848,683,6850,3534,4269,3834,4760,3390,4393,5173,3528,4533,5290,2740,4968,3425,4446,3458,5466,3002,3987,4472,1901,4194,4133
CHD1,11739,11043,15629,12609,13319,13151,15596,16110,13763,2912,7956,7210,12298,11723,9179,3322,13763,8393,19728,11513,14500,5618,18733,20412,14924,12792,10632,5086,11967,14307,12818,11768,12398,18307,13475,13929,5936,18418,14419,10054,9488,10413,1907,15866,9073,10522,8454,10106,7823,10840,11316,9585,12376,12398,6560,12563,6853,9609,9506,12573,5845,8958,10019,5411,14254,9073
IGF1R,11947,3970,10389,10814,1618,13385,8765,14865,3494,5587,5818,2161,15553,35183,2705,3347,10305,12760,12714,14937,11229,2569,14831,9756,5256,13923,11256,5517,8173,12961,10965,8005,13791,8817,4902,11693,6623,12068,3390,1476,4915,7017,1410,11611,17764,9633,6610,12502,8572,14362,15529,15482,1225,13847,6279,27223,4265,8333,4807,20968,12058,12745,13739,4808,15054,4990
EIF2AK2,11630,9952,15457,14682,13234,14759,16929,12979,10708,5228,9119,8191,8299,13165,6276,3662,17643,12588,15432,8840,28422,7181,11128,16416,9071,7907,11579,10898,11257,14111,8977,8145,8530,50650,16759,26918,3491,20933,14171,4546,13842,14271,2109,14063,18439,7959,13941,8145,13081,21189,9580,11905,10233,27768,10560,12180,9371,6393,11769,10108,14109,8789,10103,13495,10747,16070
STAT1,13216,9604,12771,15816,22852,8777,10639,8426,33706,7648,13372,7254,11581,8909,22750,4343,38999,12396,11618,8661,14904,10801,15520,12190,4798,12296,10764,8435,9304,11732,9540,9324,9642,52172,17967,25781,10256,36982,19268,5230,9193,15982,2065,12059,17064,8406,28708,9445,15032,11459,12140,10066,8769,39826,8347,14925,10350,11298,9114,8654,22035,8153,10519,12994,11312,14817
PTPRCAP,6390,4006,15341,3229,5308,5435,3886,3464,9002,3801,3246,3710,9356,6071,7517,741,3485,4377,5665,4504,7834,2599,8142,5460,2824,4783,7222,1492,6097,3478,3984,5525,2023,4875,7621,2370,3518,3962,4373,4859,4606,6516,787,5854,5266,3982,2170,3666,2292,4650,5915,8785,27272,3767,2853,3022,3784,1914,5496,3493,3557,2645,3118,2427,6663,1872
RASSF2,3479,3309,12307,10376,9603,9108,10048,10728,8821,756,3400,2522,9839,15617,8701,2331,10178,3228,15770,2814,15648,8522,6180,4310,3847,9852,13413,7225,2836,8577,7530,6943,4474,16121,6277,9948,5573,15500,11702,4153,3188,8327,1304,3089,2120,7681,3165,6966,8814,5127,10801,8633,6270,11955,9056,1569,9719,3658,16576,10490,3144,8905,5093,2143,10259,20324
MIDN,6611,5128,9008,3684,3232,3138,5309,4466,7443,3254,4997,3949,6136,4952,3716,1505,4624,3915,7333,7577,6768,4971,5081,5070,6054,9397,7519,7346,5371,3757,3331,4363,4598,5727,5809,4993,4587,5045,4930,10435,11671,6344,1584,5490,3269,6970,4204,5935,8616,7701,6849,5011,9019,4874,5398,3186,6087,4639,14840,4158,7461,4000,4975,5279,8787,6590
KLF9,1911,501,1143,3035,4888,2848,3916,2272,5715,2149,2161,260,2962,5960,3371,797,2981,1686,10142,3647,4108,977,2778,4695,2211,1780,3047,1749,1822,1870,2457,1745,2200,4926,2569,1286,898,2186,2109,3312,845,1055,1062,11558,8015,3058,1181,2571,10600,4355,2992,363,310,2115,2126,19031,2447,2237,328,4750,1590,3169,1938,939,1123,2420
TSPAN32,6605,5349,1120,5993,7630,5349,2304,5880,2141,4655,2941,7316,7007,4070,14190,775,5567,8612,2580,5529,6478,3555,8411,5698,5804,5340,6145,3263,8062,4045,2516,6255,6375,2410,2222,3519,1775,1525,3075,3060,9206,8163,767,6244,5490,6741,4739,3688,10943,3435,6505,10387,11351,4703,3132,4201,2930,1845,3884,7680,8912,2991,5987,1438,5685,4461
